video_id,segment_count
8WnmM12Xtjk,126
8Wv0Tof7rRo,9
8YRSEFnNnKU,130
8Z1nWTVs04E,349
8Zfkvr0DhW4,150
8ZqWcmB1FTk,28
8_gAE7YoVVQ,168
8aOeAMtKjY0,306
8aQVbT3qsB4,427
8awWSBojUyw,84
8az0RabQCVs,75
8cHVn6EcAzI,27
8dXYpgmxyKY,73
8dmIBWJv_So,122
8eGbQJc-z-s,110
8f1X0SV69IY,76
8fT6YlbINSk,99
8fg6ivLW8q4,287
8fy_AYEUCRI,382
8glD45kjg2Y,119
8h7ivw_37CM,336
8hde_7RsZ0k,123
8iK0RLC8jlc,203
8iO95G97tYI,284
8ituMcsYA8g,57
8jMkVsv8FFo,120
8jfuOljuGsM,265
8k3CVb9ctY4,326
8kOPt1lCssY,126
8l4HOrdRO80,154
8l8wnn8BZ6w,148
8lgr9Pjqils,25
8ltoszWsf5o,324
8mb6AGWow8o,207
8mcdIolNGrE,182
8oWPMn3h7b8,162
8ovU4Bppdtw,32
8p2eu6UO7eY,232
8pPYC_cc9DY,207
8quDEptiDPg,20
8qz0he_Wt-0,279
8rZ-umURx84,14
8raYmdcaWo8,290
8sWUrkAzPeM,125
8sY9bnKqi4c,166
8uywSRyNJOk,252
8vO_t9JNUag,302
8vQW0tN1UQs,120
8vRe7n39H8k,329
8vg2D3Pi9Rk,106
8vxUVvP-L3k,128
8wDM4VXSgCs,225
8wiX9QhlCQU,561
8xt92_OxhHo,420
8zM1L7wLTCw,77
8zPor9l9SwI,267
8zxaJSGUm3k,79
9-VDB57aERs,99
9-WIOApSqVQ,113
90B0ESnhi0Q,358
90OHztgmBbo,82
91oug_gcT_c,106
91wPvst25nI,253
93-HGecJzRw,105
93oGb1lxcfQ,111
955lnq2MVFs,227
95D5dJeDaG8,127
95vOLW6kODA,99
95ypYghOgOI,244
97_n-qH-hLQ,79
98Cb4AKS4Fw,88
994SygqEovU,289
99DAJKDleSE,187
99voxHFauCg,380
9AdixAJVTO0,33
9B7tR6uuGsA,69
9Bd1Aro72Gg,83
9CEtZ2S_e88,96
9CVCBIBDyhg,234
9DGPd8HgCI4,211
9DkSowafb4M,140
9EMsuSqPHz8,117
9F9YCnMUKEQ,107
9GAnNC4cIEc,415
9GH-E6ll5-Q,238
9Gya9Ft_rBk,277
9H3BHOriDPU,81
9H4rfkVOj7A,184
9I4VW5BIXAA,66
9JUFvpAp1ZA,83
9Jczw0-KnBw,326
9Lm7kr6R9_c,172
9LykeRDVYEM,42
9N1aqR7dG2w,249
9Nz2MXWVKUA,49
9OBpfP3S4XE,77
9ODPgQnKtVU,153
9PFKh7dK4Ao,181
9Ps4T0oxfmA,109
9QyTqDHMzVU,73
9RDKflRiyMg,334
9SMkGWSM0JY,111
9TlTIy14jwA,103
9U32RCPRFis,220
9UUS17EjGow,83
9Ue2bY09_lU,624
9VCd9LO56Nc,155
9W7rc-HrmIc,285
9WJZmgEXtjY,194
9WTtBGULvGk,185
9XroGxpzasc,125
9Y1ih2-F3lk,8
9YPuS7bZUuI,174
9YtXCDJGkoU,31
9Zgs-FP5qzo,119
9ZvmPGBeo8c,129
9crRPezogsk,7
9dVoAsLpFEo,155
9dk9xo9oT24,143
9dsKyYyvaqQ,32
9eO0BKm_Phc,185
9fUCVzLnUmI,109
9iBTr6qBe0A,9
9iWYZKYWKiw,162
9jZDpyrPb_Q,68
9ku30MoKpTY,129
9l4wgeay0rg,320
9lNYG3XQJnc,145
9mUDg1Q7DUA,78
9mx2i-4Mi7c,409
9olb6OvXjKg,537
9pLB1u9qDnU,103
9pbvo9KPOc8,61
9rC_kvNqySc,183
9rPHtQeY1g0,49
9rqyMEcorrE,123
9rwSvOXjUEQ,64
9sYscsSocPw,299
9uLydSzX9C4,444
9uTpDt6mCaQ,712
9udyBrvXeFU,16
9uvFZScJmSw,190
9wQau83ILNk,193
9wbKyeRjIYU,68
9wwngGV7Etg,223
9xItfB2WQoU,202
9xuQx905BpI,54
9yCAxKRkf7w,16
9yx_re0FyZM,169
A-pA8WA0GgU,31
A-vvpi5PpuU,375
A0fajQnnRoc,99
A1JYSC8cq6c,110
A1Jh-Qk7lDE,238
A1YsL7y0hJQ,83
A27UiWVyl6k,169
A2CIX17r4xI,104
A49hOYJldzc,132
A4PfAnwS5RM,241
A5Eq1GDuAqA,220
A5owvmEVCEU,421
A6zjAD3ZeHk,114
A7Kn503gDlo,88
A7stFNp1J7E,398
A8As994hO7o,152
A9mhMkaIN7o,122
AA1q8EVfzdo,149
ABd4RZrhfak,230
AD-qwnO1z_0,146
ADB9mJN75p0,101
ADdUgoZL6i8,109
AEqpCpGonF0,96
AFahxcFtqjE,88
AFiS6q8BaD8,77
AG2Bo4p7aYY,64
AGNhXLwEZKc,80
AGvUIeuzVUc,131
AHTM2tKQjlo,70
AHyFar_R2K0,113
AIOVLLarqjo,121
AITQzX-x2eE,243
AIcZ6z18xMQ,133
AIhzw5PvBek,61
AIoJNh6LZxk,353
AJDmGVlvM80,207
AJboHcgVXu0,159
AKL1l88DkGI,98
ALe0rotHLhs,142
ALn7Cy6PoPY,95
ALpYjk7ojkg,236
AMPUgz7mzbM,131
AMy0UP4pjiQ,155
ANSIUnZQ4Jc,43
ANUworwyntc,75
ANnIY1rx9GE,162
ANobzypwWgg,147
ANor4HyPSas,54
APD5gNeIJjY,387
APPcKlXxEHQ,181
APZ6IrrCrcU,131
AQ1NNNYihKI,366
AQ8v9sTUcL4,96
ARnA_rTtyx8,193
ATCiR0Wn9VI,207
ATrxSMc6QRU,162
AUx2pcf-AWU,87
AVCmbTEYC9s,168
AW4-LHe3cUs,10
AWHSn9qTXSo,104
AXBz6Jf_PwM,187
AXfc7gKV2to,77
AXvhuMQ0gwY,174
AYOpUApxb1s,118
AYbMqQSffm4,176
AZ1_3pC-kvY,136
AZg9NMY4UnU,174
A_gT9bUNTLY,137
AaEfhhBpfMw,17
AaH6d0MnAHo,180
AbfC5Lbi64k,88
Abw5LIIfgEo,55
Ac3t53bzryA,73
Ac5IeHDVSQM,363
AdVdBJcTTmw,285
AdZyAuSmjhs,214
Adj5y0p9ruA,218
AdlbSndn2Eg,112
Ae2_u6K0tzA,197
Aec0wlMMvo8,336
Ag8RRl0AmH8,60
Ah72xyINWBM,141
AhXWe4X7-kE,168
Ai0KHTJ4SZI,117
AiDKsmajdQU,24
AifTTFSQfqw,76
AiyCbwwlQ2Y,104
Ak3S33zdxIw,239
AkcWUNHEzWU,133
AldJ7oX6uiQ,40
Am8l56O0Tug,25
An86W8YvriM,137
AncZuHlx3JA,227
AoOkPKHJSmo,117
AoZWDR5xMig,168
Ap4XpE0sh9w,368
ApPpEudNphg,129
AqIFleslYI8,111
AqONlrw7STo,48
AqTvAZuwWlU,7
AsIcUdP10go,45
AsQULSXGqLc,76
AshxnLq1A1A,98
AsuguQ3YizQ,260
AtaRXPgdmZk,193
Attuh2N7OGA,128
Audfgmie36g,63
Av7929nkvj0,23
AvR8E2i-FfM,268
AvqohCB-1Uw,190
AvwEzqXL5aI,458
Aw54uetqZEY,214
AwF4MQ8HJa0,240
AwO-om6UazY,285
AwTGXNz63Qo,21
AyDtLGqMwj0,91
Azwd7vZn_GM,141
B0GyznPd0zw,225
B1EHHZwpLRw,77
B1g4F_wjKnc,304
B22CeTL353s,134
B2ULWkTZjhM,194
B2YlhSvQH-c,156
B3qY_H9X790,330
B45yM8rx7wQ,121
B4Q92lKA7TY,291
B4fzlujludI,189
B4pIYS-evBY,96
B58ZrSNPxGw,204
B5IOoLjx68E,24
B5PVmcZjP4Q,146
B5UdAhQKQpw,99
B6A9OCUwAss,540
B74PCfcaQzQ,175
B7V5N_t9IXE,312
B8blIP_1W-E,112
BBAAT_Kkys0,59
BC6qhjxwAgQ,125
BC9cKGbXGPg,125
BCIqdTsj6kM,162
BDCH0_fKDcc,165
BDKTfKn0Y80,167
BDVDz0JVGw4,72
BDeQ76Ytsys,227
BEL2wvba4_k,329
BFWR8tDulD8,715
BGZ--ZcQlpE,222
BHTnJDb7lk8,288
BJ4IGiodGtU,424
BJNeoXCXQ9k,111
BJlqjr9ZfXg,282
BK1_BP04wBA,285
BK8hqzrrOaQ,92
BKIunICSC4A,542
BKrSjYvpYGg,181
BM6M-LFVEY4,250
BNCWxCSKsLg,96
BOf6JKIDx5A,311
BOs47udYWCk,118
BPD-JAwl9m0,171
BPsdrY6rCsI,114
BQsC_7PFEUg,326
BRrkRQ_NIgQ,56
BTMMhhFMEgQ,124
BTdd3TkdwWI,7
BUhRIpVbLeY,58
BUsdYRXACoU,108
BUspbdpPaTc,23
BVPTHjCOgNE,17
BVa_qArsxOo,13
BVdjmaxPp2Y,473
BW5C66yD_8I,293
BWF7Ww6rzsU,141
BXRVLuqoE1I,99
BY60cYBei6M,96
BYumcDY-Log,5
BZtJZfBeHM0,154
BZyRLy8onHE,141
B_1AhY5k2Hg,21
B_KM4JF5VBg,117
B_WsW4PwyAQ,136
Bcm3hicPcMY,130
BctAYqaO0PU,121
Bdd15dYV9qQ,136
BdpOVB466K0,94
BebQaFxWRm8,5
BfklbR-oyCc,284
BfpaqJeE2eM,229
Bg6b4GfNrus,59
BgfAMKPfjbA,139
Bgu_L-6CwYg,13
BhGpBXrgXe4,98
Bhez4PtqrSQ,142
Bi3dh-_RO54,235
Bi9-ZiU6mRo,242
Bi_GbhK6o0U,106
BjMkyI4VqYU,79
Bl0Imc6nDrk,204
Bl391zhWquQ,181
Bm2-932puI4,60
BmIIJrvgAIc,92
BmPpoH36rps,132
BnSJUUv6xQ0,75
Boj7qxK_axE,16
BpOb7L9ZpgE,200
BprAjUKxlIY,310
Bpsnz5CLXpE,345
Bq1NjE2a6so,172
Bq91RiLBFC8,222
BqC5wB9qzSA,167
Bqhp-hmpLW0,145
BrGNpqlxScQ,117
BrLj12Uejy0,284
Bs7KGp_sLIA,339
BsDu1ZgXmC4,204
BtlegnXpMTg,158
Bu44Ki3TNwQ,236
BuL2xNhxNJA,168
BuunSuomBu0,114
Buxywk-wPtc,66
BvEFDClW3B0,380
BvGE2ZpZD0Q,53
BvojqmpKT4s,160
Bw-uDbghRjY,177
BwMSbDAjZ8g,36
Bwvyshhe-KE,123
BxM0Q_-oh-8,90
BycotOYJrDw,208
Bz90KNb7Ck4,115
C-PDuQrnnhs,285
C067qePguRk,29
C0WE3w83PZ4,37
C1MTB_wPk8I,173
C1ni-V3U1E8,48
C2N6bz-KBX0,115
C2ZYuvH8nZo,46
C2dQV9hwaQs,63
C3LDAwaHCEQ,89
C6OVrEXo8hk,111
C73E7uI1IG0,55
C73M1TYSzYc,59
C8SdC76QyP8,207
C8kqkh39FYg,12
CAmtt5q8T30,238
CAxp8JYxhx4,76
CB7Fo_xPxbY,113
CBjsvW1j1WI,731
CC0MxcUXW9c,158
CCMJdAkzQE0,86
CDFGxdfJfo8,368
CDjRtgIBbCQ,57
CDmGx5MgOuU,17
CDphmhaToV4,186
CE5RUNzUmJQ,106
CEBq_JMev_4,54
CEOdTEQY8JU,211
CFExvBRsGwM,276
CGEw5nwhsvA,163
CHKaghzhBLw,37
CI3U-exbCIs,293
CIlw30RVmZE,274
CJ8tlYCrTwA,64
CKfQISVqfqE,152
CL_7mankEp8,201
CLpfEw2Aw0k,139
CLsrhX1cgpQ,275
CM-z23eSCiM,212
CMB1YtO8eeQ,208
CMBmrW6LzV0,124
CMGSfxgVov8,98
CP4g0tHE70Q,102
CP8ttiSgUEI,215
CS1AH9rv5wk,234
CTA3dB3nWTw,142
CTP1Lp6rI3A,104
CTXbOBxpIoQ,140
CThU7R5rvOY,163
CThkd5Et_mQ,106
CU-GN0bIFt8,93
CU0p5pEFoq4,435
CUMDvBHJp3g,286
CVkvG8iSz34,141
CWAmS794bh0,208
CW_rYBeyBFk,128
CXZMvKwLYyA,150
CXcM4tH6GSM,133
CXeaK_zHUac,220
CYX0-pnqbbI,133
CYuovVl0g3Y,294
CZI2HKEGO14,591
CZZFO7OSjy8,243
CZfdHvJto1Y,359
CZuUFWiFwsc,159
C_G8U3tFBbk,21
C_Uhcwtuo-Y,161
C__OgNlq5pU,240
CaBSXExh9GU,546
CaNIMtVDus4,180
CbeEsXMyIZs,140
CbmJyI_ANFU,168
CcNmMVlpiXk,133
Ccsqvpm28JU,61
Cd2apubddfM,190
Cd_2mtTciLA,81
Cg3YMWcjLI4,63
Ch0q31cfEIQ,131
Ch46aiPtw9Q,96
CjBQ_TPG868,470
CjCwwHlKJSE,93
CjSjAwYfxgM,241
Ck267ojriqs,65
Ck6DAKnPB1Y,141
CkGWycJXVWs,190
CkMzo3oPE_Y,79
CkntI89I7RI,77
ClNZ-hL86dU,186
Clcf8LEOylg,205
CnHiGIFk7C4,114
CnMMTtVjOh0,237
CnYB50RFthM,24
CnhC4sBkF5s,38
CnldFm1n4cU,74
CoQCsmqL3Us,37
CpirF3zKjLA,277
Cq36pYXkTqY,63
CqBJMumdLRg,73
Ct5r_frLW-c,7
CuEzOzKhNMs,351
Cubhc185XQA,159
CvfsDeXnCq0,181
CyWd159waLM,90
Cyx0WKq8cDA,230
CzbNiYJm8vk,75
D-0FCtheX4Y,367
D-eik3RTMLM,143
D-xOQxAqCDo,236
D02nVcF9E1E,72
D1ALdy_hSRE,12
D1DCR6DAOuY,5
D1iz377zJzc,47
D1rs5WZF_Yk,240
D25RtoF2aQg,13
D26v0zq9-vA,379
D2CgyK5vTO0,105
D2b-pZdtFLs,45
D3EmOmFLLa8,16
D3K_yqL4i0k,171
D3MOqhufRbk,122
D3P_eaJymmE,153
D3nv00rbHZ8,93
D3virL5qfEs,163
D4FSjUlH6xI,90
D5Kp7D-xIHk,90
D5WyQe-zZVM,30
D5rRcK2d1jk,72
D69QI3J4VEg,87
D6MJBrfZs0o,321
D6dtf8V6XYE,212
D6vbeQv78WY,114
D769YCcp-5U,87
D7HwyePDRSI,41
D7eNeon9vKU,61
D7knDMUpkfc,71
D86hBw5uT0A,201
D89rsYINo-M,156
D8M0hKw-XjI,135
D9y2Mlgbgm0,97
DA6J5XrTGuU,27
DAIOrcNGN7Q,215
DAiCFOIQvbs,179
DB7KGSee8Rs,158
DBtUH-m_Ia0,47
DCS-caNNYr8,79
DCtjfnxQzhk,281
DG67736NGOA,499
DGzmdIOgb1o,89
DHQ5stBzlS4,232
DI4HVtbrDqA,80
DJ4aBaMZRXA,102
DJ7_xmSRSRM,155
DJO3IZlBG70,53
DKKCWe38WVU,112
DKn5pOUlD2E,37
DKtQNUaA7QQ,7
DLEL6i0YmkY,751
DLLsUcMJCmE,119
DLbD7VAGDB0,87
DMAu9T-YXBI,178
DMmkbB8lKuE,440
DMxnIf4wcnE,25
DNEIMBtPOLo,179
DO4R4ZKPnmg,136
DOciTMBicQs,78
DPKcGZyy4j0,24
DPO7imV0LHg,231
DRKuGucSXMk,228
DRzyVJCX-VA,66
DT5jDcXVm6E,223
DTotX4kfBJc,526
DUZXm3j_VaE,105
DV3vCJ2ff5k,448
DVnRR13IQYg,264
DWDhJyfCj6k,263
DWVev5-2Db0,446
DWdd4bbj_qQ,206
DWxk_VJA4tY,20
DY5J4BD2Nno,453
DYN6CVNfK3M,20
DYgSsjQUroI,124
DZGJeUv58j0,87
DZQjWZFKnkc,141
DZhmRN1wHno,143
DZtANn3Agn0,252
Da3ZO_qX280,10
DabsfBq4zHE,129
Dc8apdU4aSE,193
DcNvTAdu3Qw,139
DcvdOWitb3I,52
DfbjcdyQODI,166
DgJ_hoDWm3s,77
DhcEs4AB4eU,109
Dhk5UN1ewlI,356
Dinwzy7LZCU,94
Diw2ByfZxMg,305
Dj0oHlVD0Q0,68
Dj72yPU6ZJ4,320
DjJafpzV4jA,106
Djy0lciUHL4,149
DkfnprRMdl0,155
DktoKYKHQLo,282
Dl87y7JGhII,14
Dl9gPBasyv4,43
DlDdWq0EQ0g,269
DlGOtQjJxBs,190
DlJZwkcKR84,132
DlSsSMfyaO8,222
Dm6k2G18Byw,124
DmCmAUlwhCI,383
DmIVW72ssSo,235
DnokEzlQ_aA,186
Do-tSH_-9RE,119
DoIFd3S9qkE,144
Dp0II2XolEg,108
Dpr8ZPsm-Bs,528
DqqOixFtJFo,59
DrtEEYEZMNU,105
DsySL_MHtpQ,153
Dt26v5geni8,376
DtBA5F7zRyg,211
DtmZjFBMU90,376
Dtxzyg4c57s,94
DuEvl5fpXKc,11
DudztExLAQI,172
DvgaHFguMHw,248
DwSLJYRhZU8,559
DwccR34V2dc,150
Dwg_45e5OX4,210
DxXTBC3_DuU,317
Dx_AZo2Qciw,89
DxcBX5-ZDEg,104
DyKUYueBty0,115
DydIJwFgCoY,142
E-5Zf4D5jmI,189
E-ObsuDMqe4,116
E1E4dcFvzeU,182
E1wLYOFfQ88,135
E1yrv6ci8yI,265
E2019XVJF0I,92
E2szEFTey2E,260
E3CxAg7VQ7s,112
E3YUP0exCt8,162
E3aHHKnOmuM,108
E3bT8smBqJs,144
E3jdHvrP72Q,242
E3sQvyUtGyM,25
E4N56lyzx00,56
E5AuMGmlYPY,344
E7EZIIctT_o,217
E7TU5KwWppE,98
E7Z0q6YY2k0,52
E7rudiMUu44,182
E7ufDsZlOgM,127
E89vXdLGbtA,61
EC3xvou0rK0,140
ECHM3i0ThkY,320
ECZh00EvK8w,98
EDw_XSpx8Fo,179
EEDUePDAUhc,215
EEI1olGL6Pk,103
EEnM20Y5nYs,265
EFnAaPClA2Q,169
EFqPBcl3mHk,52
EGF99sJaQds,185
EHIg6N21rak,429
EHMZNJgwmYY,47
EHdV5z8-JOw,310
EJAatjnF4Ok,212
ELPPXQy9fm0,14
ELyl4szwy7Y,58
EMFA74rQ1FA,265
EMUoQfsX93k,170
EMtQ81jFOPw,92
EPUkaSCRm7c,115
EQgplg8pyi0,209
EQtR3Y_tWX8,295
ERpLWpw4I04,52
ERpu2NUF85c,64
ESjBr9JAgRc,119
EUT6GC_mlPc,203
EUgKzC0hawM,174
EVCl1x-jSg4,112
EVO3QOLgnYo,140
EV_gQWt8T3Q,70
EVa8EKDvRQ4,12
EVhFh9HIAGI,85
EW28IQB08fE,115
EX9O9OgkSjQ,140
EXv2pzC6lGs,212
EYqyD9E5bdY,166
E_3lrQWB47c,95
EaM_rmBOmAw,100
EajJARsfhvg,163
EakJS0lBljM,178
Eax0axB_4es,68
EbODOruXads,12
Ecg8XX85qfQ,136
EdVaYgRtAWQ,116
EeH124IBdgo,109
EetfszJArTs,92
EeuH95O3WFY,182
EeyOX9rYHZc,91
Ef5cvMMKZjI,128
Eg7UIgxB8CY,61
EgbRE48j21E,7
EgwNK58iC7s,79
Eh1dnPSqJsA,241
EiiC-GAytcY,84
Ej9QgA6HQYQ,73
Eln8Y40k30U,188
ElsVeb530CM,116
Em2tfxz5FZs,131
EmC3blnqqIU,66
EoooFIbAIB0,1035
Eq17VwL2Udg,474
Eq2mIlquP4A,66
EqmcPTi0N7Q,82
ErbmorslSlg,258
EreQdiebO3I,174
EtAz61fKLeg,174
Eu4bR8k9YQE,205
EupZWcYt4Jk,214
EvW7X9EWab8,89
EwgvmUAKJ2Q,193
ExTw0pfeZMA,85
EyzYuRwLVdM,8
Ez6phBoRvpc,387
F-9-bA7pz7A,62
F20v-B_zrI4,145
F4h0GoRkzXs,89
F5TNg-mSIn4,187
F5oyz9Y33UI,68
F6J0ko2XcHM,203
F7iANkAUB_k,320
F8itk1V8xNg,195
F9Kl-by33a0,68
FAFbOK01uE4,309
FAmdvb_1y-o,57
FAw8rv2tHzc,1
FB03ZSJeOF8,378
FB6M7aGPXNs,77
FBIowJ6IOiM,155
FBLKPzMCi9c,183
FBOkKRZqSgc,307
FCtEFAcW_KY,124
FDU0npm1M2g,120
FEEt21evbNE,119
FEung0WpREM,11
FFg5jCgVXrI,130
FFrdlp2oKTY,67
FGDpI9ET7Y0,134
FGqLMIDCMrg,357
FHP85TY7tsM,174
FHv7dF5Ipco,79
FIY_oDSnPdE,78
FK74qsCysWY,58
FKICX65Lkss,45
FKwetgfPVbY,244
FKzR6nVJ7-k,140
FM9TqkvTK44,105
FNUJl7Wl2Qw,231
FOEHK_y0hXk,66
FQHYsOKByTg,207
FQIIhR5ej7E,178
FQyGYKsw9Ro,498
FRWdCBjj0Tg,179
FRmgwiVczkM,153
FSljuE--FQI,32
FTGgTRIATIc,122
FUSdPjsvw7M,24
FVggzozBWX4,95
FVkKlUeaMkE,32
FWLBeDrj8ak,55
FWjcmcHtaDE,114
FWqoEPLWcJE,13
FX5fdFdFvCU,118
FXgUmqjWRt0,166
FY44S6czhy0,118
FYrTpeZXgOQ,229
FZDLFIA3yRk,200
FZOJ0kZeZDE,159
FZe06FEmLRw,204
FZiFlZeXuFw,160
FZzRoFnRmyk,165
F_0vPZGXZZc,268
Fdfk-vwhOaI,333
FdvuE4KDpCo,102
FeFw0dypaUU,186
Ff5b_HDwGx0,104
FfPy1EdeBsU,173
FfpcbbRuirQ,323
Fg2qs2GdQ5s,119
FhAEG6B4ekk,133
FiN-AWHxbGM,197
FivXzTbpZVQ,110
FjqbQSsKYKY,143
FjzA2cPvr5E,266
FmXiYsUXvIo,175
Fmbnf2fIrAs,147
FmzJaidv3iI,4
Fo-PK0edyS8,238
FoV72Em4Qxo,234
Fp-Q0VEdF9E,11
FpAR8TI_Nv4,770
Fpe89Fe3uvY,230
Fqe_i6Rx7OI,144
Fs8tPYEUMaU,53
Ft9ypL1VVTo,98
FtQPmmmeWbM,204
FtWaib8Z5fs,31
Fv6229OWpxs,130
FvVwaiCwFIA,74
FwK7vu09Gfg,82
FwopairkKe0,74
Fwtx5daKjFM,107
Fx06r5DlCYg,55
Fx5iwDbX1Y8,140
FxJ9ela-25M,362
FxRZWGRaMzI,128
FxkpKBNYOA4,193
Fy59Fq-GkJg,500
FyE4S-gqUNs,76
G-TZphZQ3P8,2
G-zosxbQFYQ,78
G0EXmD05whw,253
G0WA_nixDJY,75
G1hkI2TG7F4,287
G1wyatzXz1U,98
G2yT9v6ojSw,151
G33f3AZDec0,103
G3sKhuKaVJM,417
G46wjnkewSI,145
G47hbqEKo64,63
G4Av9jSckjw,138
G4IurWqjWNE,88
G6cdfV5-DPs,70
G7S5bcu27HY,122
G7o2uXp3aL8,101
G9-fdpbbfz4,163
G9MitscoQ-E,127
G9XngWhjm1I,15
G9iMxTkyVjE,114
GAW4HFD86rE,35
GB0xHWSpZ74,74
GBnhbgtnFp0,42
GC-jNTXYLkc,200
GCx-VVt1H2Q,21
GEbq-sL6bas,222
GF--Nxvk0mI,53
GFql9Q-80HA,96
GGWIHNNu3lg,98
GGYaQKjERtU,56
GGc2zVvw2UQ,66
GGvOKyn3WOM,302
GGxwn_N9DtE,55
GHY_0gxLDDk,187
GI0v4HAeJA0,150
GIagbvia5-g,79
GJjNroGe5IE,219
GJnQ1LAgVvk,91
GKB6HrLWL70,116
GKHrJe2p6NQ,134
GKnFZ76dV5s,31
GLeVk15u_2Y,79
GMoZPU8hPIc,115
GMzW1tFMjvk,104
GNlZi3nJPUI,292
GOEvw3Ts1Q0,130
GOFTj9-Tv-w,449
GPodhKohMjQ,81
GPvOlzukz8s,29
GQO-wzaAY_M,85
GR4C-h5s_Rs,57
GS8i23K8TjQ,229
GSSjpqUTId4,373
GSrGjfdY5qQ,154
GT2WmC0YS9Q,248
GTAHSaB2r6c,166
GWqfElbIxFE,68
GYR36f74gNI,444
GYcGbG0E3tg,157
GZTX-kxff0c,416
GZZJJFy6cS4,103
GZiw-M0j1nM,8
G_qrQWjnxeE,67
GaVEdnEary4,127
GbFo_cBoxhk,44
Gbs7Z7TY8mg,200
GcSWYSc36KA,170
GdWzD_aySPs,45
GdedSVictMk,97
Ge0BXLfiAXk,194
GeCWB9rAhIw,107
GeEnucX7FuE,149
Gf8yPvdmBBc,322
GfJnXfo-3oM,42
GfuT5PIowGo,104
GgpvdLSoPUk,235
Gh9dEjyB5cE,169
GhYIzQzDiDc,306
Gha7U4Y04xA,100
GjKNuV0Dh_M,156
Gjgmi5J8R-0,187
GjtKZ-H-5WI,273
GkW4Wjhsy7c,222
Gkh6N8N4DJU,137
GlUD1tYaXmU,108
GmqprY8UxG0,213
GnDGMTz0iTA,157
GnaDjfYuCN4,160
Gnc6ZJG5ALo,89
Go9KqrOEwNE,154
GoFmhY0q7Uw,484
GoM-64EkchU,197
Gp4UR74Pfqo,25
Gpv9O_keWh4,375
Gr7GH8-hcik,167
GrT1BR-Aqvk,59
Grou8V55NMw,119
GrrSGSdDwMc,32
Gs6VQ4mLKqo,14
Gtby_MS6fgs,225
GuDL2Bt8wQ8,5
Gus0SfUSGyM,154
GvX3iOxwZak,223
GxI3nl0Upmw,183
Gy4IpWUq4Is,157
GyCPlzWWpk0,184
GyLJOWffnDI,36
GyNn60eIZtY,64
GyVHFslBC7M,159
GzSOpMjNDIY,156
GzjOEA-DRz8,116
H-d7V2TQN7M,176
H0GbloUW8OQ,12
H1BpS4mlsfk,225
H1Od6LKZ3ig,224
H1WES6IsyBo,32
H2A0dva51AA,76
H2CCDBi7KT8,100
H2DQVgVeEIc,60
H2QIvASSgKQ,208
H2meFZBABjE,332
H2yQ0wnEggk,108
H4F79rw1O0o,156
H66QrEhOJLE,30
H69GJ3xWrWA,185
H6CwKzZhVSA,52
H6rEtl6lgS0,171
H70aUNkF2Hw,93
H7gA_5hs4eQ,65
H7oSfMGQh4U,423
H8Uj_LyzJQ4,136
H9CmnGYN3Tc,130
H9R0Udf4I_c,204
H9lOW2Ag6sM,52
HAQhM0q3wfE,172
HBZSbEFNI8s,185
HD3Q-Y3p5xM,134
HFJu1MXbL88,107
HFh4Uu1z0Cw,11
HFnVOgApx6U,98
HG0As0pO3DQ,139
HGLmqNl7DDk,49
HHKaTy9hD-E,157
HIjhNzaAO1c,144
HKgz5iNBQRk,134
HL0TnWXLnzs,486
HL8d2lBxqd0,225
HNGiYeuX_So,207
HNNC3UlkXQk,147
HNOuBNQ7B4Y,196
HNX3qqrEdAg,200
HOJS3qQlVjE,371
HOzTr3xBx4E,185
HPXdKTWWKPc,240
HQa_hhTO2Oc,207
HQhF2cCFRVQ,142
HQkojD8zLr0,100
HTVrlPoQjM8,148
HTtYX7YGu9U,219
HVLWBEa4n-g,52
HVio4LlNrGM,4
HWHOUi5u5HU,54
HWVqH0v6Dnc,258
HWbM7gGQGvc,199
HX2tpBZhC54,298
HXNiEh7nA7A,294
HXhAwahGJm0,300
HYhGfFeu2XQ,239
HZlwKZgjj3Q,242
H_7rfBwFvRU,166
H_I19q7YKIs,131
H_IlmuhMTyg,141
H_OphIrxkjE,262
H_q0jsRXcG8,124
Ha1AEk8eWIg,155
Ha4kiQKEaDE,206
HbGe5bYJ3ok,154
HbeFLwwOG7o,2
HcOhAvWF0cc,247
HdXffI5lwPY,113
HeJQBW_vyLQ,119
HePFzAtnlIY,126
HevV83thg0I,285
HfDmNleNg_8,317
HfS3huP_Wec,77
Hfp263hRKoM,176
HgGK3nRE5uQ,304
HgbIbS0Iigs,101
HgkGHYUnayQ,33
HhSrYKuWC3k,84
HhcKwoK0Ta0,21
HhtwIPZ8iP8,147
HhztrZdd0dE,186
HiCHSiAUALo,211
HjQyDJVOQMQ,334
HjufAUJRQ0A,224
Hl03Bpfllx4,109
HlZql-LfiL4,348
HllzLaKMeH8,238
HmFHUh79L9U,150
HmPGGuWM45A,254
HmlpamGJ56w,190
HnA5HjMiWpA,210
HnIOmUxNxAg,90
HnSTzbDCVGo,98
Hnob7-jaUu0,72
HoBoe5WMhig,430
Hp-uGrBWIK0,192
HqyUNN9792s,213
Ht45wkTovUA,9
HtCq01Aguq8,230
Htti4Ne10d0,118
HtxJkfkIylo,171
HvMi5HHw0Ys,63
HwAG6mMYAo8,71
HwFFHjtCQkA,383
HxFOtFxcGc8,80
Hy8FXVQ7gw8,140
