video_id,segment_total,vid_done,vid_pct,aud_done,aud_pct,both_done,both_pct
CZI2HKEGO14,591,591,100.0,0,0.0,0,0.0
CZZFO7OSjy8,243,0,0.0,0,0.0,0,0.0
CZfdHvJto1Y,359,0,0.0,0,0.0,0,0.0
CZuUFWiFwsc,159,159,100.0,0,0.0,0,0.0
C_G8U3tFBbk,21,0,0.0,0,0.0,0,0.0
C_Uhcwtuo-Y,161,0,0.0,0,0.0,0,0.0
C__OgNlq5pU,240,0,0.0,0,0.0,0,0.0
CaBSXExh9GU,546,0,0.0,0,0.0,0,0.0
CaNIMtVDus4,180,180,100.0,0,0.0,0,0.0
CbeEsXMyIZs,140,0,0.0,0,0.0,0,0.0
CbmJyI_ANFU,168,168,100.0,0,0.0,0,0.0
CcNmMVlpiXk,133,133,100.0,0,0.0,0,0.0
Ccsqvpm28JU,61,61,100.0,0,0.0,0,0.0
Cd2apubddfM,190,190,100.0,0,0.0,0,0.0
Cd_2mtTciLA,81,81,100.0,0,0.0,0,0.0
Cdr_3tdg7_s,91,90,98.9,0,0.0,0,0.0
Cf1zoP-anHo,88,0,0.0,0,0.0,0,0.0
Cg3YMWcjLI4,63,63,100.0,0,0.0,0,0.0
Ch0q31cfEIQ,131,131,100.0,0,0.0,0,0.0
Ch46aiPtw9Q,96,0,0.0,0,0.0,0,0.0
CjBQ_TPG868,470,470,100.0,0,0.0,0,0.0
CjCwwHlKJSE,93,93,100.0,0,0.0,0,0.0
CjSjAwYfxgM,241,0,0.0,0,0.0,0,0.0
Ck267ojriqs,65,0,0.0,0,0.0,0,0.0
Ck6DAKnPB1Y,141,0,0.0,0,0.0,0,0.0
CkGWycJXVWs,190,190,100.0,0,0.0,0,0.0
CkMzo3oPE_Y,79,0,0.0,0,0.0,0,0.0
CkntI89I7RI,77,0,0.0,0,0.0,0,0.0
ClNZ-hL86dU,186,0,0.0,0,0.0,0,0.0
Clcf8LEOylg,205,0,0.0,0,0.0,0,0.0
CnHiGIFk7C4,114,0,0.0,0,0.0,0,0.0
CnMMTtVjOh0,237,0,0.0,0,0.0,0,0.0
CnYB50RFthM,24,24,100.0,0,0.0,0,0.0
CnhC4sBkF5s,38,0,0.0,0,0.0,0,0.0
CnldFm1n4cU,74,74,100.0,0,0.0,0,0.0
CoQCsmqL3Us,37,37,100.0,0,0.0,0,0.0
CpirF3zKjLA,277,0,0.0,0,0.0,0,0.0
Cq36pYXkTqY,63,0,0.0,0,0.0,0,0.0
CqBJMumdLRg,73,0,0.0,0,0.0,0,0.0
Ct5r_frLW-c,7,0,0.0,0,0.0,0,0.0
CuEzOzKhNMs,351,0,0.0,0,0.0,0,0.0
Cubhc185XQA,159,0,0.0,0,0.0,0,0.0
CvfsDeXnCq0,181,181,100.0,0,0.0,0,0.0
CwMuj7eZEsc,209,109,52.15,0,0.0,0,0.0
CyWd159waLM,90,90,100.0,0,0.0,0,0.0
Cyx0WKq8cDA,230,0,0.0,0,0.0,0,0.0
CyytCU9_T6Q,366,0,0.0,0,0.0,0,0.0
CzbNiYJm8vk,75,75,100.0,0,0.0,0,0.0
D-0FCtheX4Y,367,0,0.0,0,0.0,0,0.0
D-eik3RTMLM,143,0,0.0,0,0.0,0,0.0
D-xOQxAqCDo,236,0,0.0,0,0.0,0,0.0
D02nVcF9E1E,72,72,100.0,0,0.0,0,0.0
D1ALdy_hSRE,12,0,0.0,0,0.0,0,0.0
D1DCR6DAOuY,5,5,100.0,0,0.0,0,0.0
D1iz377zJzc,47,47,100.0,0,0.0,0,0.0
D1rs5WZF_Yk,240,240,100.0,0,0.0,0,0.0
D25RtoF2aQg,13,0,0.0,0,0.0,0,0.0
D26v0zq9-vA,379,379,100.0,0,0.0,0,0.0
D2CgyK5vTO0,105,0,0.0,0,0.0,0,0.0
D2b-pZdtFLs,45,45,100.0,0,0.0,0,0.0
D3EmOmFLLa8,16,16,100.0,0,0.0,0,0.0
D3K_yqL4i0k,171,0,0.0,0,0.0,0,0.0
D3MOqhufRbk,122,122,100.0,0,0.0,0,0.0
D3P_eaJymmE,153,153,100.0,0,0.0,0,0.0
D3nv00rbHZ8,93,0,0.0,0,0.0,0,0.0
D3virL5qfEs,163,163,100.0,0,0.0,0,0.0
D4FSjUlH6xI,90,0,0.0,0,0.0,0,0.0
D5Kp7D-xIHk,90,90,100.0,0,0.0,0,0.0
D5WyQe-zZVM,30,30,100.0,0,0.0,0,0.0
D5rRcK2d1jk,72,0,0.0,0,0.0,0,0.0
D69QI3J4VEg,87,87,100.0,0,0.0,0,0.0
D6MJBrfZs0o,321,0,0.0,0,0.0,0,0.0
D6dtf8V6XYE,212,0,0.0,0,0.0,0,0.0
D6eCjTr-pto,150,0,0.0,0,0.0,0,0.0
D6vbeQv78WY,114,114,100.0,0,0.0,0,0.0
D769YCcp-5U,87,0,0.0,0,0.0,0,0.0
D7HwyePDRSI,41,41,100.0,0,0.0,0,0.0
D7eNeon9vKU,61,61,100.0,0,0.0,0,0.0
D7knDMUpkfc,71,71,100.0,0,0.0,0,0.0
D86hBw5uT0A,201,201,100.0,0,0.0,0,0.0
D89rsYINo-M,156,156,100.0,0,0.0,0,0.0
D8M0hKw-XjI,135,135,100.0,0,0.0,0,0.0
D9y2Mlgbgm0,97,0,0.0,0,0.0,0,0.0
DA6J5XrTGuU,27,27,100.0,0,0.0,0,0.0
DAIOrcNGN7Q,215,215,100.0,0,0.0,0,0.0
DAiCFOIQvbs,179,179,100.0,0,0.0,0,0.0
DB7KGSee8Rs,158,158,100.0,0,0.0,0,0.0
DBtUH-m_Ia0,47,47,100.0,0,0.0,0,0.0
DCS-caNNYr8,79,79,100.0,0,0.0,0,0.0
DCtjfnxQzhk,281,0,0.0,0,0.0,0,0.0
DG67736NGOA,499,251,50.3,0,0.0,0,0.0
DGzmdIOgb1o,89,0,0.0,0,0.0,0,0.0
DH3SgIY7S5A,11,0,0.0,0,0.0,0,0.0
DHQ5stBzlS4,232,232,100.0,0,0.0,0,0.0
DI4HVtbrDqA,80,80,100.0,0,0.0,0,0.0
DJ4aBaMZRXA,102,102,100.0,0,0.0,0,0.0
DJ7_xmSRSRM,155,155,100.0,0,0.0,0,0.0
DJO3IZlBG70,53,53,100.0,0,0.0,0,0.0
DKKCWe38WVU,112,0,0.0,0,0.0,0,0.0
DKn5pOUlD2E,37,37,100.0,0,0.0,0,0.0
DKtQNUaA7QQ,7,0,0.0,0,0.0,0,0.0
DLEL6i0YmkY,751,0,0.0,0,0.0,0,0.0
DLLsUcMJCmE,119,0,0.0,0,0.0,0,0.0
DLbD7VAGDB0,87,0,0.0,0,0.0,0,0.0
DMAu9T-YXBI,178,178,100.0,0,0.0,0,0.0
DMmkbB8lKuE,440,440,100.0,0,0.0,0,0.0
DMxnIf4wcnE,25,25,100.0,0,0.0,0,0.0
DNEIMBtPOLo,179,0,0.0,0,0.0,0,0.0
DO4R4ZKPnmg,136,0,0.0,0,0.0,0,0.0
DOQJIXpEHKk,336,0,0.0,0,0.0,0,0.0
DOciTMBicQs,78,0,0.0,0,0.0,0,0.0
DPKcGZyy4j0,24,0,0.0,0,0.0,0,0.0
DPO7imV0LHg,231,231,100.0,0,0.0,0,0.0
DRKuGucSXMk,228,0,0.0,0,0.0,0,0.0
DRzyVJCX-VA,66,66,100.0,0,0.0,0,0.0
DSeHW4oPruc,136,0,0.0,0,0.0,0,0.0
DT5jDcXVm6E,223,0,0.0,0,0.0,0,0.0
DTotX4kfBJc,526,0,0.0,0,0.0,0,0.0
DUZXm3j_VaE,105,105,100.0,0,0.0,0,0.0
DUhknxidgZ4,122,0,0.0,0,0.0,0,0.0
DV3vCJ2ff5k,448,0,0.0,0,0.0,0,0.0
DVnRR13IQYg,264,264,100.0,0,0.0,0,0.0
DWCbE2qKBZE,203,0,0.0,0,0.0,0,0.0
DWDhJyfCj6k,263,0,0.0,0,0.0,0,0.0
DWVev5-2Db0,446,0,0.0,0,0.0,0,0.0
DWdd4bbj_qQ,206,0,0.0,0,0.0,0,0.0
DWxk_VJA4tY,20,20,100.0,0,0.0,0,0.0
DXCfSp22K-U,434,192,44.24,0,0.0,0,0.0
DY5J4BD2Nno,453,0,0.0,0,0.0,0,0.0
DYN6CVNfK3M,20,0,0.0,0,0.0,0,0.0
DYgSsjQUroI,124,62,50.0,0,0.0,0,0.0
DZGJeUv58j0,87,0,0.0,0,0.0,0,0.0
DZQjWZFKnkc,141,141,100.0,0,0.0,0,0.0
DZhmRN1wHno,143,143,100.0,0,0.0,0,0.0
DZtANn3Agn0,252,252,100.0,0,0.0,0,0.0
Da3ZO_qX280,10,0,0.0,0,0.0,0,0.0
DabsfBq4zHE,129,0,0.0,0,0.0,0,0.0
Dc8apdU4aSE,193,0,0.0,0,0.0,0,0.0
DcNvTAdu3Qw,139,139,100.0,0,0.0,0,0.0
DcvdOWitb3I,52,52,100.0,0,0.0,0,0.0
DfbjcdyQODI,166,166,100.0,0,0.0,0,0.0
DftqVwnmra0,118,0,0.0,0,0.0,0,0.0
DgJ_hoDWm3s,77,77,100.0,0,0.0,0,0.0
DhcEs4AB4eU,109,109,100.0,0,0.0,0,0.0
Dhk5UN1ewlI,356,0,0.0,0,0.0,0,0.0
Dinwzy7LZCU,94,0,0.0,0,0.0,0,0.0
Diw2ByfZxMg,305,305,100.0,0,0.0,0,0.0
Dj0oHlVD0Q0,68,68,100.0,0,0.0,0,0.0
Dj72yPU6ZJ4,320,0,0.0,0,0.0,0,0.0
DjJafpzV4jA,106,0,0.0,0,0.0,0,0.0
Djy0lciUHL4,149,149,100.0,0,0.0,0,0.0
DkfnprRMdl0,155,155,100.0,0,0.0,0,0.0
DktoKYKHQLo,282,282,100.0,0,0.0,0,0.0
Dl87y7JGhII,14,14,100.0,0,0.0,0,0.0
Dl9gPBasyv4,43,43,100.0,0,0.0,0,0.0
DlDdWq0EQ0g,269,0,0.0,0,0.0,0,0.0
DlGOtQjJxBs,190,0,0.0,0,0.0,0,0.0
DlJZwkcKR84,132,0,0.0,0,0.0,0,0.0
DlSsSMfyaO8,222,222,100.0,0,0.0,0,0.0
Dm6k2G18Byw,124,0,0.0,0,0.0,0,0.0
DmCmAUlwhCI,383,383,100.0,0,0.0,0,0.0
DmIVW72ssSo,235,0,0.0,0,0.0,0,0.0
DnokEzlQ_aA,186,0,0.0,0,0.0,0,0.0
Do-tSH_-9RE,119,0,0.0,0,0.0,0,0.0
DoIFd3S9qkE,144,0,0.0,0,0.0,0,0.0
Dp0II2XolEg,108,0,0.0,0,0.0,0,0.0
Dp_DQpM1geM,124,0,0.0,0,0.0,0,0.0
Dpr8ZPsm-Bs,528,0,0.0,0,0.0,0,0.0
DqqOixFtJFo,59,0,0.0,0,0.0,0,0.0
Dqxx1GgvnrQ,122,0,0.0,0,0.0,0,0.0
DrtEEYEZMNU,105,0,0.0,0,0.0,0,0.0
DsySL_MHtpQ,153,0,0.0,0,0.0,0,0.0
Dt26v5geni8,376,376,100.0,0,0.0,0,0.0
DtBA5F7zRyg,211,211,100.0,0,0.0,0,0.0
DtmZjFBMU90,376,376,100.0,0,0.0,0,0.0
Dtxzyg4c57s,94,0,0.0,0,0.0,0,0.0
DuEvl5fpXKc,11,11,100.0,0,0.0,0,0.0
DudztExLAQI,172,172,100.0,0,0.0,0,0.0
DvgaHFguMHw,248,0,0.0,0,0.0,0,0.0
DwSLJYRhZU8,559,280,50.09,0,0.0,0,0.0
DwccR34V2dc,150,0,0.0,0,0.0,0,0.0
Dwg_45e5OX4,210,0,0.0,0,0.0,0,0.0
DxXTBC3_DuU,317,317,100.0,0,0.0,0,0.0
Dx_AZo2Qciw,89,89,100.0,0,0.0,0,0.0
DxcBX5-ZDEg,104,104,100.0,0,0.0,0,0.0
DyKUYueBty0,115,115,100.0,0,0.0,0,0.0
DydIJwFgCoY,142,142,100.0,0,0.0,0,0.0
E-5Zf4D5jmI,189,0,0.0,0,0.0,0,0.0
E-ObsuDMqe4,116,116,100.0,0,0.0,0,0.0
E1E4dcFvzeU,182,0,0.0,0,0.0,0,0.0
E1wLYOFfQ88,135,135,100.0,0,0.0,0,0.0
E1yrv6ci8yI,265,265,100.0,0,0.0,0,0.0
E2019XVJF0I,92,92,100.0,0,0.0,0,0.0
E2szEFTey2E,260,0,0.0,0,0.0,0,0.0
E3CxAg7VQ7s,112,56,50.0,0,0.0,0,0.0
E3YUP0exCt8,162,0,0.0,0,0.0,0,0.0
E3aHHKnOmuM,108,0,0.0,0,0.0,0,0.0
E3bT8smBqJs,144,0,0.0,0,0.0,0,0.0
E3jdHvrP72Q,242,0,0.0,0,0.0,0,0.0
E3sQvyUtGyM,25,0,0.0,0,0.0,0,0.0
E4N56lyzx00,56,0,0.0,0,0.0,0,0.0
E5AuMGmlYPY,344,0,0.0,0,0.0,0,0.0
E77CGkm6kow,211,0,0.0,0,0.0,0,0.0
E7EZIIctT_o,217,100,46.08,0,0.0,0,0.0
E7TU5KwWppE,98,0,0.0,0,0.0,0,0.0
E7Z0q6YY2k0,52,52,100.0,0,0.0,0,0.0
E7rudiMUu44,182,182,100.0,0,0.0,0,0.0
E7ufDsZlOgM,127,127,100.0,0,0.0,0,0.0
E89vXdLGbtA,61,61,100.0,0,0.0,0,0.0
EAnFYFalFrE,349,0,0.0,0,0.0,0,0.0
EC3_lkICSJc,115,0,0.0,0,0.0,0,0.0
EC3xvou0rK0,140,0,0.0,0,0.0,0,0.0
ECHM3i0ThkY,320,320,100.0,0,0.0,0,0.0
ECZh00EvK8w,98,98,100.0,0,0.0,0,0.0
EDw_XSpx8Fo,179,0,0.0,0,0.0,0,0.0
EEDUePDAUhc,215,0,0.0,0,0.0,0,0.0
EEI1olGL6Pk,103,103,100.0,0,0.0,0,0.0
EEnM20Y5nYs,265,0,0.0,0,0.0,0,0.0
EFnAaPClA2Q,169,169,100.0,0,0.0,0,0.0
EFqPBcl3mHk,52,52,100.0,0,0.0,0,0.0
EGF99sJaQds,185,185,100.0,0,0.0,0,0.0
EHIg6N21rak,429,429,100.0,0,0.0,0,0.0
EHMZNJgwmYY,47,0,0.0,0,0.0,0,0.0
EHdV5z8-JOw,310,310,100.0,0,0.0,0,0.0
EIv_Gz61jos,298,0,0.0,0,0.0,0,0.0
EJAatjnF4Ok,212,212,100.0,0,0.0,0,0.0
ELPPXQy9fm0,14,14,100.0,0,0.0,0,0.0
ELyl4szwy7Y,58,58,100.0,0,0.0,0,0.0
EMFA74rQ1FA,265,0,0.0,0,0.0,0,0.0
EMUoQfsX93k,170,0,0.0,0,0.0,0,0.0
EMtQ81jFOPw,92,0,0.0,0,0.0,0,0.0
EOPKKQOdD0w,96,0,0.0,0,0.0,0,0.0
EPUkaSCRm7c,115,0,0.0,0,0.0,0,0.0
EQgplg8pyi0,209,209,100.0,0,0.0,0,0.0
EQtR3Y_tWX8,295,0,0.0,0,0.0,0,0.0
ERpLWpw4I04,52,52,100.0,0,0.0,0,0.0
ERpu2NUF85c,64,64,100.0,0,0.0,0,0.0
ESjBr9JAgRc,119,119,100.0,0,0.0,0,0.0
ETDdnlLCnTs,157,0,0.0,0,0.0,0,0.0
ETRgQd8nkSg,124,0,0.0,0,0.0,0,0.0
EUT6GC_mlPc,203,203,100.0,0,0.0,0,0.0
EUgKzC0hawM,174,0,0.0,0,0.0,0,0.0
EVCl1x-jSg4,112,0,0.0,0,0.0,0,0.0
EVO3QOLgnYo,140,140,100.0,0,0.0,0,0.0
EV_gQWt8T3Q,70,0,0.0,0,0.0,0,0.0
EVa8EKDvRQ4,12,0,0.0,0,0.0,0,0.0
EVhFh9HIAGI,85,0,0.0,0,0.0,0,0.0
EW28IQB08fE,115,0,0.0,0,0.0,0,0.0
EX9O9OgkSjQ,140,0,0.0,0,0.0,0,0.0
EXv2pzC6lGs,212,212,100.0,0,0.0,0,0.0
EYqyD9E5bdY,166,0,0.0,0,0.0,0,0.0
E_3lrQWB47c,95,0,0.0,0,0.0,0,0.0
EaM_rmBOmAw,100,0,0.0,0,0.0,0,0.0
EajJARsfhvg,163,163,100.0,0,0.0,0,0.0
EakJS0lBljM,178,0,0.0,0,0.0,0,0.0
Eax0axB_4es,68,0,0.0,0,0.0,0,0.0
EbODOruXads,12,0,0.0,0,0.0,0,0.0
Ecg8XX85qfQ,136,136,100.0,0,0.0,0,0.0
EdVaYgRtAWQ,116,116,100.0,0,0.0,0,0.0
EeH124IBdgo,109,0,0.0,0,0.0,0,0.0
EetfszJArTs,92,0,0.0,0,0.0,0,0.0
EeuH95O3WFY,182,0,0.0,0,0.0,0,0.0
EeyOX9rYHZc,91,91,100.0,0,0.0,0,0.0
Ef5cvMMKZjI,128,0,0.0,0,0.0,0,0.0
Eg7UIgxB8CY,61,0,0.0,0,0.0,0,0.0
EgbRE48j21E,7,0,0.0,0,0.0,0,0.0
EgwNK58iC7s,79,40,50.63,0,0.0,0,0.0
Eh1dnPSqJsA,241,0,0.0,0,0.0,0,0.0
EiiC-GAytcY,84,0,0.0,0,0.0,0,0.0
Ej9QgA6HQYQ,73,73,100.0,0,0.0,0,0.0
EjF_V1VKfTM,358,358,100.0,0,0.0,0,0.0
Ej_3sliav-I,300,0,0.0,0,0.0,0,0.0
Eln8Y40k30U,188,0,0.0,0,0.0,0,0.0
ElsVeb530CM,116,0,0.0,0,0.0,0,0.0
Em2tfxz5FZs,131,0,0.0,0,0.0,0,0.0
EmC3blnqqIU,66,66,100.0,0,0.0,0,0.0
EoooFIbAIB0,1035,0,0.0,0,0.0,0,0.0
Eq17VwL2Udg,474,244,51.48,0,0.0,0,0.0
Eq2mIlquP4A,66,0,0.0,0,0.0,0,0.0
EqmcPTi0N7Q,82,0,0.0,0,0.0,0,0.0
ErbmorslSlg,258,0,0.0,0,0.0,0,0.0
EreQdiebO3I,174,174,100.0,0,0.0,0,0.0
EtAz61fKLeg,174,174,100.0,0,0.0,0,0.0
Eu4bR8k9YQE,205,0,0.0,0,0.0,0,0.0
EupZWcYt4Jk,214,214,100.0,0,0.0,0,0.0
EvW7X9EWab8,89,89,100.0,0,0.0,0,0.0
EwgvmUAKJ2Q,193,193,100.0,0,0.0,0,0.0
ExTw0pfeZMA,85,85,100.0,0,0.0,0,0.0
EyzYuRwLVdM,8,8,100.0,0,0.0,0,0.0
Ez6phBoRvpc,387,0,0.0,0,0.0,0,0.0
F-9-bA7pz7A,62,0,0.0,0,0.0,0,0.0
F20v-B_zrI4,145,0,0.0,0,0.0,0,0.0
F4SNnVQEJ24,34,0,0.0,0,0.0,0,0.0
F4h0GoRkzXs,89,0,0.0,0,0.0,0,0.0
F5TNg-mSIn4,187,187,100.0,0,0.0,0,0.0
F5oyz9Y33UI,68,68,100.0,0,0.0,0,0.0
F6J0ko2XcHM,203,0,0.0,0,0.0,0,0.0
F7iANkAUB_k,320,0,0.0,0,0.0,0,0.0
F8itk1V8xNg,195,0,0.0,0,0.0,0,0.0
F9Kl-by33a0,68,68,100.0,0,0.0,0,0.0
FAFbOK01uE4,309,0,0.0,0,0.0,0,0.0
FAL1f6eJl4Y,25,0,0.0,0,0.0,0,0.0
FAmdvb_1y-o,57,57,100.0,0,0.0,0,0.0
FAw8rv2tHzc,1,1,100.0,0,0.0,0,0.0
FB03ZSJeOF8,378,378,100.0,0,0.0,0,0.0
FB6M7aGPXNs,77,0,0.0,0,0.0,0,0.0
FBIowJ6IOiM,155,155,100.0,0,0.0,0,0.0
FBLKPzMCi9c,183,183,100.0,0,0.0,0,0.0
FBOkKRZqSgc,307,0,0.0,0,0.0,0,0.0
FCQaC_95LB0,335,0,0.0,0,0.0,0,0.0
FCtEFAcW_KY,124,62,50.0,0,0.0,0,0.0
FDU0npm1M2g,120,0,0.0,0,0.0,0,0.0
FDizLZ5tTVE,168,0,0.0,0,0.0,0,0.0
FEEt21evbNE,119,119,100.0,0,0.0,0,0.0
FEung0WpREM,11,11,100.0,0,0.0,0,0.0
FFg5jCgVXrI,130,0,0.0,0,0.0,0,0.0
FFrdlp2oKTY,67,67,100.0,0,0.0,0,0.0
FGDpI9ET7Y0,134,0,0.0,0,0.0,0,0.0
FGqLMIDCMrg,357,357,100.0,0,0.0,0,0.0
FHP85TY7tsM,174,0,0.0,0,0.0,0,0.0
FHv7dF5Ipco,79,0,0.0,0,0.0,0,0.0
FIY_oDSnPdE,78,78,100.0,0,0.0,0,0.0
FK74qsCysWY,58,0,0.0,0,0.0,0,0.0
FKICX65Lkss,45,45,100.0,0,0.0,0,0.0
FKwetgfPVbY,244,0,0.0,0,0.0,0,0.0
FKzR6nVJ7-k,140,140,100.0,0,0.0,0,0.0
FM9TqkvTK44,105,0,0.0,0,0.0,0,0.0
FNUJl7Wl2Qw,231,0,0.0,0,0.0,0,0.0
FOEHK_y0hXk,66,66,100.0,0,0.0,0,0.0
FQHYsOKByTg,207,0,0.0,0,0.0,0,0.0
FQIIhR5ej7E,178,178,100.0,0,0.0,0,0.0
FQyGYKsw9Ro,498,0,0.0,0,0.0,0,0.0
FRWdCBjj0Tg,179,0,0.0,0,0.0,0,0.0
FRmgwiVczkM,153,153,100.0,0,0.0,0,0.0
FSljuE--FQI,32,32,100.0,0,0.0,0,0.0
FTGgTRIATIc,122,0,0.0,0,0.0,0,0.0
FTp00khr-G4,190,0,0.0,0,0.0,0,0.0
FUSdPjsvw7M,24,24,100.0,0,0.0,0,0.0
FVggzozBWX4,95,0,0.0,0,0.0,0,0.0
FVkKlUeaMkE,32,32,100.0,0,0.0,0,0.0
FWLBeDrj8ak,55,0,0.0,0,0.0,0,0.0
FWjcmcHtaDE,114,0,0.0,0,0.0,0,0.0
FWqoEPLWcJE,13,13,100.0,0,0.0,0,0.0
FX5fdFdFvCU,118,118,100.0,0,0.0,0,0.0
FX7Lw7YtJzE,520,0,0.0,0,0.0,0,0.0
FXgUmqjWRt0,166,0,0.0,0,0.0,0,0.0
FY44S6czhy0,118,0,0.0,0,0.0,0,0.0
FYrTpeZXgOQ,229,0,0.0,0,0.0,0,0.0
FZDLFIA3yRk,200,200,100.0,0,0.0,0,0.0
FZOJ0kZeZDE,159,159,100.0,0,0.0,0,0.0
FZe06FEmLRw,204,0,0.0,0,0.0,0,0.0
FZiFlZeXuFw,160,0,0.0,0,0.0,0,0.0
FZzRoFnRmyk,165,165,100.0,0,0.0,0,0.0
F_0vPZGXZZc,268,0,0.0,0,0.0,0,0.0
F_G-J6VVj4Q,171,0,0.0,0,0.0,0,0.0
Fdfk-vwhOaI,333,333,100.0,0,0.0,0,0.0
FdvuE4KDpCo,102,0,0.0,0,0.0,0,0.0
FeFw0dypaUU,186,0,0.0,0,0.0,0,0.0
FebdPXjE5nA,214,0,0.0,0,0.0,0,0.0
Ff5b_HDwGx0,104,104,100.0,0,0.0,0,0.0
FfPy1EdeBsU,173,173,100.0,0,0.0,0,0.0
FfkeIVylYMo,126,0,0.0,0,0.0,0,0.0
FfpcbbRuirQ,323,0,0.0,0,0.0,0,0.0
Fg2qs2GdQ5s,119,119,100.0,0,0.0,0,0.0
FhAEG6B4ekk,133,0,0.0,0,0.0,0,0.0
FiN-AWHxbGM,197,0,0.0,0,0.0,0,0.0
FivXzTbpZVQ,110,0,0.0,0,0.0,0,0.0
FjqbQSsKYKY,143,0,0.0,0,0.0,0,0.0
FjzA2cPvr5E,266,0,0.0,0,0.0,0,0.0
FmXiYsUXvIo,175,175,100.0,0,0.0,0,0.0
Fmbnf2fIrAs,147,147,100.0,0,0.0,0,0.0
FmzJaidv3iI,4,0,0.0,0,0.0,0,0.0
Fo-PK0edyS8,238,0,0.0,0,0.0,0,0.0
FoV72Em4Qxo,234,234,100.0,0,0.0,0,0.0
Fp-Q0VEdF9E,11,0,0.0,0,0.0,0,0.0
FpAR8TI_Nv4,770,386,50.13,0,0.0,0,0.0
Fpe89Fe3uvY,230,115,50.0,0,0.0,0,0.0
Fqe_i6Rx7OI,144,0,0.0,0,0.0,0,0.0
Fs8tPYEUMaU,53,0,0.0,0,0.0,0,0.0
Ft9ypL1VVTo,98,0,0.0,0,0.0,0,0.0
FtQPmmmeWbM,204,204,100.0,0,0.0,0,0.0
FtWaib8Z5fs,31,0,0.0,0,0.0,0,0.0
Fv6229OWpxs,130,0,0.0,0,0.0,0,0.0
FvVwaiCwFIA,74,74,100.0,0,0.0,0,0.0
FwK7vu09Gfg,82,0,0.0,0,0.0,0,0.0
FwopairkKe0,74,74,100.0,0,0.0,0,0.0
Fwtx5daKjFM,107,107,100.0,0,0.0,0,0.0
Fx06r5DlCYg,55,0,0.0,0,0.0,0,0.0
Fx5iwDbX1Y8,140,0,0.0,0,0.0,0,0.0
FxH-hLkiiWI,138,0,0.0,0,0.0,0,0.0
FxJ9ela-25M,362,0,0.0,0,0.0,0,0.0
FxRZWGRaMzI,128,128,100.0,0,0.0,0,0.0
FxkpKBNYOA4,193,0,0.0,0,0.0,0,0.0
Fy59Fq-GkJg,500,0,0.0,0,0.0,0,0.0
FyE4S-gqUNs,76,0,0.0,0,0.0,0,0.0
FzOrff-KoCg,388,0,0.0,0,0.0,0,0.0
G-TZphZQ3P8,2,0,0.0,0,0.0,0,0.0
G-zosxbQFYQ,78,78,100.0,0,0.0,0,0.0
G0EXmD05whw,253,0,0.0,0,0.0,0,0.0
G0WA_nixDJY,75,75,100.0,0,0.0,0,0.0
G1hkI2TG7F4,287,0,0.0,0,0.0,0,0.0
G1wyatzXz1U,98,0,0.0,0,0.0,0,0.0
G2yT9v6ojSw,151,151,100.0,0,0.0,0,0.0
G33f3AZDec0,103,0,0.0,0,0.0,0,0.0
G3sKhuKaVJM,417,0,0.0,0,0.0,0,0.0
G46wjnkewSI,145,0,0.0,0,0.0,0,0.0
G47hbqEKo64,63,63,100.0,0,0.0,0,0.0
G4Av9jSckjw,138,0,0.0,0,0.0,0,0.0
G4IurWqjWNE,88,88,100.0,0,0.0,0,0.0
G6cdfV5-DPs,70,0,0.0,0,0.0,0,0.0
G6hknbxvJXc,137,137,100.0,0,0.0,0,0.0
G7S5bcu27HY,122,0,0.0,0,0.0,0,0.0
G7o2uXp3aL8,101,0,0.0,0,0.0,0,0.0
G9-fdpbbfz4,163,163,100.0,0,0.0,0,0.0
G9MitscoQ-E,127,64,50.39,0,0.0,0,0.0
G9XngWhjm1I,15,0,0.0,0,0.0,0,0.0
G9iMxTkyVjE,114,0,0.0,0,0.0,0,0.0
GAW4HFD86rE,35,0,0.0,0,0.0,0,0.0
GB0xHWSpZ74,74,0,0.0,0,0.0,0,0.0
GBnhbgtnFp0,42,42,100.0,0,0.0,0,0.0
GC-jNTXYLkc,200,0,0.0,0,0.0,0,0.0
GCx-VVt1H2Q,21,21,100.0,0,0.0,0,0.0
GEbq-sL6bas,222,0,0.0,0,0.0,0,0.0
GF--Nxvk0mI,53,53,100.0,0,0.0,0,0.0
GFYRmADgT1Q,185,0,0.0,0,0.0,0,0.0
GFql9Q-80HA,96,96,100.0,0,0.0,0,0.0
GGWIHNNu3lg,98,0,0.0,0,0.0,0,0.0
GGYaQKjERtU,56,56,100.0,0,0.0,0,0.0
GGc2zVvw2UQ,66,0,0.0,0,0.0,0,0.0
GGvOKyn3WOM,302,302,100.0,0,0.0,0,0.0
GGxwn_N9DtE,55,0,0.0,0,0.0,0,0.0
GHY_0gxLDDk,187,187,100.0,0,0.0,0,0.0
GI0v4HAeJA0,150,150,100.0,0,0.0,0,0.0
GIagbvia5-g,79,0,0.0,0,0.0,0,0.0
GJTaWrki-9I,7,0,0.0,0,0.0,0,0.0
GJjNroGe5IE,219,0,0.0,0,0.0,0,0.0
GJnQ1LAgVvk,91,0,0.0,0,0.0,0,0.0
GKB6HrLWL70,116,116,100.0,0,0.0,0,0.0
GKHrJe2p6NQ,134,0,0.0,0,0.0,0,0.0
GKnFZ76dV5s,31,31,100.0,0,0.0,0,0.0
