video_id,pt_count
MQuzfjr7cOY,111
Q78aVqyw-Q4,111
RK5re19Q6Wo,111
TC7bCrZSZ6w,111
UH3xC_FvXeM,111
Yy2vuFIgzPU,111
bJ9xdAInG_0,111
cw1YYDKHKeI,111
ibBNhhhTgMk,111
lH-f92nIAxw,111
mQ1QQ5r3Knw,111
osUxBZnN3_I,111
tl9qHkY_D3s,111
uEK01tSWAQA,111
utU8dueHIFY,111
yc_9yXltRFY,111
-hbEafAUk8o,110
0X4HyA9l_7U,110
8eGbQJc-z-s,110
L605CL1LyWw,110
PpyCrk9oxxg,110
RwqRP1SnY_g,110
TzBPc3SLyZM,110
Um3DXKWaX8I,110
UwsWiCjWvZo,110
Xz4qTf2uh0A,110
bFXH08PozQQ,110
cEZBECAAnf4,110
df0cytjCm9I,110
lLSIklQSMro,110
phmyMrw5leY,110
qevy6SoTULY,110
yWEQ41t9i8U,110
zuCX0UuSEKw,110
1EcmBMXodBE,109
88RCwqyEB4Q,109
9Ps4T0oxfmA,109
ADdUgoZL6i8,109
CwMuj7eZEsc,109
DhcEs4AB4eU,109
Hl03Bpfllx4,109
K2OR8ELjwuc,109
XZYDv4dgJh8,109
XsQNOOvogZo,109
Xv69mjXtbNE,109
YbCzHgqPYPg,109
_8VXHXz0Crk,109
dU6HLkKTpPg,109
hG5pGkEO9x0,109
jeuh5LQHXY0,109
qF1kkvYvrA8,109
ySUbhukNZ8c,109
2Iw5cUPtSdA,108
2l4c8PhrZmo,108
3uCYhevAJhM,108
GlUD1tYaXmU,108
O3VQ7jfmWNA,108
QA5nmPsB8Fc,108
T2kSFUlg7Zg,108
VMd_flp7A2I,108
ae4HERgVe3w,108
dYcslRE5pY8,108
dxjj5p7y8ds,108
g0YB2gfqFzM,108
jDiaIO7eVvU,108
kD49hZOAWrk,108
pb-QD8Pgkqo,108
xI9ZFwfu0kY,108
zAhsUXqJZ1E,108
-Cqv-NZNnTg,107
0AO2XiTVeBo,107
2gS9Z-xiMHU,107
4F6GGZxcICE,107
5Mu_inFM31o,107
6j58lfnr23E,107
8CgFIaMBXTQ,107
Aw54uetqZEY,107
Fwtx5daKjFM,107
HFJu1MXbL88,107
MUolPEq_VtA,107
NLw4GTFHlKw,107
NYPqZAk5kcM,107
OQAwpRS6wII,107
QPM4x_mz9Ik,107
QsM_SdmeOBs,107
RApdjV9w1xk,107
TEYq1u-pAVE,107
WZ1LH1kAGo8,107
eScHh8VIVuA,107
jz-YGDIhroE,107
kr2tTST94y4,107
petsbG-UtUI,107
u9a_VFn46x0,107
6Y7ReyD7IZo,106
6YLoDt-qOCg,106
8vg2D3Pi9Rk,106
CThkd5Et_mQ,106
_k7uuQdDrKo,106
aNRNghAm6zs,106
b7JsyYZxAlI,106
ftoUlyIPoTI,106
nIdp3OtktfY,106
o4VWXUZ3vPM,106
2JmGQI8Yq8g,105
4CdDPzaOfA0,105
6lxg5gf-aHc,105
93-HGecJzRw,105
BycotOYJrDw,105
DUZXm3j_VaE,105
Iw4RtZ0rbC4,105
JDQHIIqU38w,105
Le3fI9MMfvQ,105
QS8Dd1m-5ZA,105
U8Be_74wbyo,105
YL5uNgYJ3zI,105
_ABmxFb8T0k,105
lI2sTmQfdRA,105
lalmj4i4-eM,105
n-o7w3HBUWI,105
qOP7ufRVulg,105
rgErner0vyY,105
t8Ogz2tpkz8,105
tQMajyCneT4,105
tuqugzk8Vw8,105
vyLR52hb5MY,105
yaS0IxFGbNY,105
2BLfYEB9U1M,104
3g6RjD2ZgmU,104
4Iw6xPI3N_I,104
89aB6SX2y40,104
AWHSn9qTXSo,104
AiyCbwwlQ2Y,104
CTP1Lp6rI3A,104
DxcBX5-ZDEg,104
Ff5b_HDwGx0,104
GMzW1tFMjvk,104
GfuT5PIowGo,104
KmP4pgzbbOc,104
LwIsEu-SlqY,104
PLqN6Xk_GEg,104
RpXJlm3TEfQ,104
S132X-R_MGg,104
TDtVbOrME_Y,104
UKJH0SimYa0,104
c8I3w4aj0oY,104
eM_1ZO-GwyA,104
hkXs0L2ocO4,104
jac1339qAtk,104
nOwQd4QRD34,104
xCbCtRnuV4o,104
xPquYgGbAMA,104
-oGQ4WRRMTY,103
2kS28OmnSAw,103
6HM06awuoIw,103
9TlTIy14jwA,103
EEI1olGL6Pk,103
M9RqiCq0NH8,103
N0yp25W_j_M,103
bB4NWukPyzk,103
bBnE0DzjOyM,103
bZAh4YF30ig,103
cJctcEmx-eY,103
dKm1t_Jo-8I,103
emXVfUJ2aPY,103
f-S0IGnQgbg,103
f5q1k3jG3BM,103
lNgymdf0h3A,103
nGcuJo5gZSg,103
pADtIGNVCYM,103
qcTkErt0n9s,103
xt9fgCqMfO0,103
0iJQjFo09JM,102
0rPkDgWIrWg,102
3Ug6gJgV8T8,102
4ddpjpk9soU,102
71MMLKiR6L4,102
CP4g0tHE70Q,102
DJ4aBaMZRXA,102
Js6D66bfx6U,102
Jsh-7t2WByQ,102
MtaU1dQBpgU,102
O66uuThSf_E,102
PxhiEIirAPM,102
axmw3rXt9c8,102
frXBkYmrOUA,102
vOpGSQleask,102
zmhRqzdG4CQ,102
18jotx-vWak,101
4UB3tgGcV0U,101
HgbIbS0Iigs,101
KHGge30zkRw,101
V6MHfo1XsiE,101
WbmADJckXT0,101
XlWuatxCqns,101
hC6s_Qu0Ed8,101
pmYon9t6cb8,101
siK3ZUlw_1w,101
-yULF4H6ZVc,100
811tSFEWfRk,100
E7EZIIctT_o,100
H2CCDBi7KT8,100
HQkojD8zLr0,100
J78m-ydqXes,100
Q2g9YwhyIl0,100
UxKI-pSKGes,100
lEFvcIpvGEU,100
lRuFvGTIL38,100
me7uor8wg1I,100
qHcdvPpUU6I,100
tAb2SFmBwwU,100
xTG3YOu2HpY,100
ziToSKxklU8,100
4Wdbv2--Dts,99
4xiKHkmzATA,99
95vOLW6kODA,99
BXRVLuqoE1I,99
ITLti0Y17Sk,99
KLQumwlqgas,99
LrUtFqcll3I,99
NkHFh_ovSPk,99
fizA899TAVI,99
i5Ys5xjE7_U,99
s5EdaBPnp5g,99
zOb1xrAuop8,99
0iBgz3jwZZU,98
54QlhPa4m7o,98
7QoCslYlfgs,98
ECZh00EvK8w,98
HFnVOgApx6U,98
HNOuBNQ7B4Y,98
I2Anzh79a2I,98
UqImGfPbfXI,98
Y2FaOyfuoec,98
ZwIjy1I71ws,98
jLdK4iKqi0s,98
jtQcruCVKls,98
qZfaejBfYB4,98
sMCq-k74yxw,98
waqJyvLN1SI,98
y9HjPQS11-g,98
-UNakQf2XGM,97
GdedSVictMk,97
JbyJMdCD90I,97
Pd2_whRoMXc,97
SCLCvPjitKU,97
T20SQbYpu1M,97
U-7-kEvGlfE,97
VmxOoT6VU_c,97
XVAKJRYbbpc,97
cG5tObAEnQI,97
dIXZlWzW4ws,97
g_d_yws2p4Y,97
mIAPScffnTQ,97
-QqjBVtGKJI,96
3GeHEHGE_Fc,96
AQ8v9sTUcL4,96
BNCWxCSKsLg,96
GFql9Q-80HA,96
JRO_q860Jtg,96
LaaE-uwz3lg,96
PNNm131LTH8,96
ThMGxt14PqQ,96
WervTy48BlY,96
WlOqoERXZUQ,96
WrRu--h6k3A,96
ZF4gtK-AtEs,96
_gNd-6y-p6s,96
czJ3CzEmzW8,96
h_xOhxMqWlE,96
paknNaUjj4g,96
pmyBMKjfZj0,96
sofrSwxmLgg,96
-Kquuudw71w,95
3TwvFBWudsM,95
69ApiaG9p2o,95
7y4kMmxXSgU,95
81si6eY9utE,95
IUsiS3NX4qM,95
KMVSP2iYxQU,95
PrZNgDPwzxg,95
QKj1wHlodbk,95
UzE8YraezdM,95
XLOy5ArGYQo,95
aVRv65JwjME,95
cRAMJLKmbHs,95
cw3CR7GPRZs,95
iJYNovEzYgc,95
kQH4k3DPBJc,95
tgzZS4znZbk,95
xD5NK-D8npQ,95
xjV9OmMR-XM,95
-r-BBXIDDuc,94
35rgXpfJVxo,94
7YTlPehW06k,94
87kXwSDShnU,94
BdpOVB466K0,94
LqE_stgUhcs,94
PgfOokxaJuM,94
TPLtArHLq2w,94
c4GqzLVPovY,94
lqwc7IOfgH8,94
mpYaokwgSp4,94
oHt6hnLTe5c,94
r2u7dKdqMEA,94
rI-wNMWmMec,94
weAp7hpyxKw,94
x2FOvtEa0h0,94
yQgRtkugbnY,94
1SgdmBH56RA,93
2Fxb0DuBAlE,93
2rnbuNhoZj4,93
3pwNjP-6DSw,93
7ZfXJeITqSM,93
ANGnJ6LJuIk,93
CU-GN0bIFt8,93
CjCwwHlKJSE,93
LXyh_P-seRo,93
M6d7gMJTWaE,93
Np7BH-gSzm0,93
OHrwbVNfeKE,93
OuFsGHJvgys,93
YTWsXB1hB80,93
aQ_cQ3Imd7U,93
f_AmHBcDJgg,93
hmhsCbWMta0,93
hpjQe7wHMRQ,93
iIiwla7TeRk,93
prrv3mTxQb0,93
tF9J1oq6GRs,93
xKzbigg3-VA,93
z4gVVP9kPaA,93
-gnWIzNQaZE,92
0Ewam7zfAtQ,92
5ZrIxIN99hI,92
6IA7he6N32A,92
BK8hqzrrOaQ,92
E2019XVJF0I,92
L7gCfbXLae0,92
PMSZngLMZ2o,92
TC-56xTAD6k,92
Vve9fuvAtR0,92
bZtqd9EhOuE,92
bn_Z1W5PDEE,92
iuQGetTq_Nk,92
kUnO1PzcqtI,92
om7myX2t5dg,92
svATSi4Kaps,92
w0dxdajJFPY,92
w56lsGlcsfQ,92
wk3D7kpdPkc,92
-RlaY8a1v-Q,91
08Y1tYmmVEQ,91
39VeXbSEUf8,91
7fBbzfFx5cs,91
EeyOX9rYHZc,91
kHog3o3S0Tk,91
lPM1zdugtok,91
lbt6osD_UO8,91
qJ_PPrnzrRc,91
rV7-sllYumQ,91
snTwi7xtocQ,91
woDbst5LJrU,91
78TA8vpObew,90
BxM0Q_-oh-8,90
Cdr_3tdg7_s,90
CyWd159waLM,90
D5Kp7D-xIHk,90
NS_aDY8g944,90
_DSbmhkHjM8,90
jf22RUODbzc,90
m-vbnAVR2Yk,90
0eah_cm2VcQ,89
2MFW5ePWfl8,89
C3LDAwaHCEQ,89
Dx_AZo2Qciw,89
EvW7X9EWab8,89
JuOWoGpqg1I,89
QO5AlNl03Q4,89
VldG_1yb_R8,89
Yw_Bc-zP9-Q,89
cSJYlxnIeKE,89
htBuSAQbvao,89
iAHVKVhP_uI,89
iaVTcGDg6YY,89
jXMt81aJOI4,89
oCRJE4oaosI,89
o_th96HU3hA,89
y9hMlNmOkqs,89
zXb7_LYAx-M,89
64l_NVj6e10,88
6FuRx9ecUFc,88
AFahxcFtqjE,88
AbfC5Lbi64k,88
G4IurWqjWNE,88
M5cQuriISNs,88
YKbP7p32dIg,88
ZMrtZrqOLhY,88
ba8M2E8C2sI,88
-r5REjbso6A,87
24nXaVxNYI4,87
7AWr60yRlzI,87
AUx2pcf-AWU,87
D69QI3J4VEg,87
Md8IHZkG8GU,87
NsNJCTDpy4Q,87
RAaSaqZCBg8,87
RmEFcElzb0M,87
SB8SBMoo0sM,87
_Xjd_W8v4F0,87
ghWggN4qQjU,87
iyrCFmCBQ8s,87
m0Hqdq_msfE,87
nYBXz7FT-F0,87
ulE3JM-XbWc,87
xbuiPNQPzH0,87
7ras1-O0UPY,86
CCMJdAkzQE0,86
JKSxy9LealA,86
Xw61J0JKrbQ,86
ZSMd02hRsQA,86
crlNvg6GiaM,86
fM07fxoIQlI,86
lJUOTvFpZUs,86
m4DsDOgKgCE,86
0VNQjE0Jc2M,85
1GifgmoL-ZA,85
ExTw0pfeZMA,85
IJ3JtmveKzs,85
Jf5ft2YH5Xc,85
Jo6M636Had0,85
Ng2bkE08rt4,85
PcBXBqrfrzw,85
UPKsAAsnnWw,85
bW90cYwmxao,85
c4zDDVKmoKE,85
cIV5x8NXTG0,85
jIdYIQEYg-I,85
pT0nHQD7IMA,85
rOM8N8JHeNM,85
t6L0W4iDog4,85
tshF9c8SdnY,85
vxgfMoXDBLc,85
2Eo2Ra9EHKg,84
5L_zW9rOHvA,84
6lnWx8_0NJ4,84
AhXWe4X7-kE,84
NuAm7LOLNmw,84
TidApEN19hk,84
Zr-0tfWR57M,84
iqehnJlK6bo,84
l44yWbrCaf8,84
-G8Z9GGS_9g,83
1K1RWOYH2YQ,83
9Bd1Aro72Gg,83
Rus0ght1j34,83
Sw-J7b1HdiI,83
aFiz5att4X8,83
aIwxC6w48O4,83
dtCDs4dWrLI,83
hV9J2fSzDKc,83
mcGY4Q4yiLo,83
qiyY9f_y3kg,83
3RGzX4Oui5w,82
KS1GJJz_Aes,82
QwDnV49UUX0,82
a27jNgTKwIw,82
bXtR2aJDjWw,82
cs1Eo0iU_Qs,82
dkGlrkjhrOI,82
hti7ZxTCuE0,82
i1T3qS2Aicc,82
iAreu4sSvlE,82
lb_ZJylekWo,82
ukK9PYPSl2w,82
ylSTvo44Cls,82
5boq4j07irM,81
9H3BHOriDPU,81
Cd_2mtTciLA,81
M6-y2lxCE5k,81
UiCLTjfXYlA,81
VE6c71uul9M,81
XhDv3EAyKIg,81
Z1D8sCkemgU,81
_aXOEFCF8UU,81
dRyXICjQV20,81
ebouvJr8iA8,81
fcv3z2y5wes,81
obUWrYTXj4o,81
22LjM_9hmmA,80
36GW_NY3Yno,80
3emvc9KhQE0,80
80o6jbB_jnM,80
DI4HVtbrDqA,80
Na2PMDiwkNE,80
O3glBbGjv20,80
U9KULArWYNI,80
bEQ5BprfjwM,80
jUiEEUBzfME,80
jjAcEY7qg94,80
oskhONuGABo,80
uT7AHXscVeA,80
ui3g81A-qYo,80
xenLiSmx7fU,80
yW_lWS5AlZs,80
2B-HwWqRj0w,79
4Tw0V9UG804,79
6y5oyAytLso,79
8zxaJSGUm3k,79
97_n-qH-hLQ,79
BjMkyI4VqYU,79
DCS-caNNYr8,79
GLeVk15u_2Y,79
LKjyWelJxpw,79
MTPadHemxpo,79
PA_Vz20lnzU,79
QPO9Ua1ZPFU,79
aWqb8Ps1XYI,79
cCJ4d_AsfYg,79
eccHXq1B0eE,79
jFqpYlr-lis,79
s6fj5nD5b7Y,79
9mUDg1Q7DUA,78
FIY_oDSnPdE,78
G-zosxbQFYQ,78
MpodQeyYl8k,78
O_BG4dPZ5A0,78
RhNQnpNAjh8,78
SL-Rn_H_fNI,78
mHZchlXQ80o,78
q9WSevFkjuQ,78
qPMswL15qzs,78
vDf_RHXyjeE,78
wQZJvuEHFq0,78
2ksh0gL5FuY,77
8zM1L7wLTCw,77
DgJ_hoDWm3s,77
KzQ-t8g7iZQ,77
NA3R3OInc74,77
WXfnqzU-R84,77
d1e6FGwdO88,77
sPzOoB2XGos,77
srF2T8P-BP4,77
xdZNfRF9kqY,77
xzjctqKvNA8,77
78h-hurbxzY,76
AifTTFSQfqw,76
AsQULSXGqLc,76
IA5xHX2lKVo,76
L5MyYYGgGT0,76
X6qwnR6XbeQ,76
bya_AHxMltU,76
cxFWK0WPCRE,76
dLgUc-p6INE,76
fm5AVI01UsA,76
n_taVndPVNk,76
sWPzOdHhVVs,76
yLOqJuZukbI,76
1hNju_BdoQ4,75
1m43Eu2ADWE,75
4rVylaQ8_9c,75
50Xu1YwqrxM,75
ANUworwyntc,75
CzbNiYJm8vk,75
G0WA_nixDJY,75
aHIiNxKV7NA,75
cyVG7cNUkxw,75
in4GVGy0sSI,75
jtSyb099ovE,75
vPhY5ggQK08,75
xzgQYgAg5Os,75
zt_f72i8VfE,75
4OD4htggKpI,74
CnldFm1n4cU,74
FvVwaiCwFIA,74
FwopairkKe0,74
Z8EG2RVuz5w,74
_LjTkAFwidg,74
bCjAl3qIi_k,74
gZztVapyUFg,74
lNmNS-63gNs,74
mrByaRTEqj0,74
n_Bd8aVm5eg,74
otHfHQjUQBo,74
sL8SM1jZAgw,74
t159jnqbQfU,74
t6LFyF5-Mqo,74
zQjMEfblj0Y,74
-oebw2Qf7Lc,73
1km_uxAUD9k,73
8dXYpgmxyKY,73
9QyTqDHMzVU,73
Ac3t53bzryA,73
Bqhp-hmpLW0,73
Ej9QgA6HQYQ,73
KDxflXO5ngk,73
KNPg3rCbf-E,73
MHjqvN4rTzg,73
OShZiWztS0g,73
TSFge2kpn8k,73
cSATDbrezNs,73
cY0J8UNEB3U,73
pcVEDtJBy1g,73
r5wGWuD-JyY,73
rX9IkD8Aprw,73
t01yHqGTKNU,73
01TVhX7ilAw,72
1b0IfsiEKJg,72
7ssuWfdDTdA,72
BDVDz0JVGw4,72
D02nVcF9E1E,72
MljoPQ2iMxw,72
WzJeBIO2ON4,72
dtjt9D2FZ9w,72
e2PHxi9mkBE,72
iuzj71Gd0Bo,72
kaDrEd5ORoE,72
rQK2NAOCLLM,72
upMh8pGjRMY,72
-VxoF-s8fDU,71
-ftMyrUEh1M,71
0BR2LplNO7k,71
36ym8ocTHmA,71
3pnsmOTSE7U,71
D7knDMUpkfc,71
HwAG6mMYAo8,71
JSXzzGBCsNU,71
P2UWc4QUV9E,71
PaqAhA4aLew,71
SJmF6mG4qH0,71
V8esckMiMMk,71
hBLQvrtzTAc,71
j9XTeNdK7so,71
jnpD_ONKX5A,71
mGE69LoiXw4,71
nxIOAeFr47I,71
qtKObm3cshE,71
r2fcnrHd7oo,71
sYdnMXrBrc0,71
tiQsnabgmD8,71
u4Z75irXoJc,71
4u0cs_LaGw4,70
6e4pSe1TkKY,70
Hy8FXVQ7gw8,70
KLBAD5HWLpo,70
MpCoVxa_kVM,70
Ovpsc5dOQzo,70
UnifmzP8mGc,70
Ve7pL_1sV4U,70
WNlKqw924MY,70
bLmqTbenE28,70
e6HdxQBPeTk,70
ok25jr6lCAg,70
p4pMOPgmm7I,70
pxSUr0kvrXA,70
xAktIleLvpE,70
ytPrpPWzLZU,70
-0k881ES7Bo,69
6IcrlaX5gm4,69
7jAgkiseH_E,69
9B7tR6uuGsA,69
LPSDcDkvnAw,69
M5v8G3W2eH4,69
PcpDgW-5y7Y,69
V3eAY2KO-t8,69
Y-zx5pOSLUU,69
ZjgFwCTHOWg,69
gkvdjxeEpi4,69
oToLgew6lQg,69
pzl0cSkhpiw,69
s1DedP5GyfU,69
ugQXLcihSko,69
w8pLAwvCG6k,69
9jZDpyrPb_Q,68
Dj0oHlVD0Q0,68
F5oyz9Y33UI,68
F9Kl-by33a0,68
GWqfElbIxFE,68
VwzG6egSIys,68
gVMZgXX0qvQ,68
kkDGpZaQkB0,68
lYZ5nhXENUg,68
rGlpnYb0egg,68
rjU5X0vSUhs,68
xZF9akYvFGw,68
2f6CuSWjcyU,67
FFrdlp2oKTY,67
G_qrQWjnxeE,67
KBpbi36Vfgk,67
RIDJitRNpAU,67
Wr7B5HLa4H4,67
h_LimiwhfcU,67
iA0MKH94T_A,67
sy5gyY30C2s,67
yD3cA3Z6-xs,67
-35sQlQ8tYc,66
3GLf3uPoEQw,66
8SuZTLWNlpc,66
9I4VW5BIXAA,66
Buxywk-wPtc,66
DRzyVJCX-VA,66
EmC3blnqqIU,66
FOEHK_y0hXk,66
Mi3q_upPjBM,66
SMw9CSNuZQY,66
YD_H_jYXq2Y,66
dXsBCTQBEpY,66
dpGJkME02rg,66
tbK_y237L00,66
w6wA2Dqnn60,66
0vK9UHbj3cQ,65
15GVSo6JARE,65
5_8no_RFCjw,65
PDZcsvibQxg,65
QqoiGeJpOiQ,65
RrTZRVM6SbE,65
WEVwY3XkTrI,65
WVRA3v15ml4,65
bv9VDVmWE9s,65
dZjYkNNWSPA,65
iOQaZF3Lolk,65
kd7yZDmHvs0,65
lYIC89r7ed8,65
ljLFlLK0hfk,65
poYFNr0p5yk,65
sl_lUtct4J8,65
tlR_nXw6yC8,65
w3_7PO2SssE,65
wI4AWaCnTmo,65
1osZvX-5Aa0,64
9rwSvOXjUEQ,64
ERpu2NUF85c,64
G9MitscoQ-E,64
IpgJ0CnONec,64
JAX3RUF3-uM,64
RXPL14SJ7jE,64
SF4P7PsqX6A,64
Z8YqD9p1DvY,64
fDkNe1K9IJI,64
ffjOGFD0h0A,64
uuoF_lQ7VRw,64
xJyYjhyJKn8,64
-LJovum2s8s,63
1O8zaIH7rMI,63
6oy5XaKKqAI,63
8WnmM12Xtjk,63
Audfgmie36g,63
Cg3YMWcjLI4,63
G47hbqEKo64,63
Jtr9V-n1E0s,63
NbkLClgM_nQ,63
NqqxAANNyLU,63
Pskq5uHT57g,63
Q30x58BIeHY,63
TI0TfaIpr9s,63
ZATDOUCTKs8,63
_2KMqba4j7c,63
dYp-KUK73RE,63
l-bvbpNybBs,63
lenpARWMyEY,63
lfSy4rJcpEQ,63
o6msnQHTXA4,63
rMIZ2oEd5WU,63
u6xSSTUPT7k,63
xB3oRvD2a0k,63
xiIgzN-rtgc,63
3RgONp-95ss,62
6pxdHAeuvh8,62
DYgSsjQUroI,62
FCtEFAcW_KY,62
JwoOhvGmXLA,62
P3JQ9LYJDSY,62
YPVqU8qe3os,62
kdR1PgYrhUc,62
lLWqIKZ6lnU,62
m1KYFdHX8Aw,62
pGCBtFPWwHk,62
qSJ8EuuVr-Y,62
q_mVFP6DyXc,62
yTISc5H-qbU,62
-_q4_W--L4c,61
7zo1JnSjk-0,61
9pbvo9KPOc8,61
Ccsqvpm28JU,61
D7eNeon9vKU,61
E89vXdLGbtA,61
XF0RF_jwElA,61
gTyuVKJG0hY,61
k5lpdgPlBsw,61
nkcz3mjtgBU,61
pDVKH9v98vY,61
8PA08j_wDBM,60
Ag8RRl0AmH8,60
W3QtP1hLBcQ,60
ii08sxvgo-g,60
iyjAsYUuuxg,60
oNCjPtCCix0,60
qWrzQ8gPmdM,60
yTa32ZQwqO0,60
zbiqWuMoSKU,60
0F_bMtJEtFg,59
4o9gqFBxTFo,59
Bg6b4GfNrus,59
C73M1TYSzYc,59
GrT1BR-Aqvk,59
IhT2x4CK_0c,59
KVb_-3piAkU,59
Ko4hSIkKygE,59
VXs0dzlAggg,59
bH8MHW54q_g,59
e0eVfMLiW5A,59
fUgJ-0jeZBU,59
oWPTo656eLw,59
p9jCniZ5Yh0,59
4-ZEux2hOzs,58
5JjZvBmjKcA,58
7bU6eiexM7I,58
BUhRIpVbLeY,58
B_KM4JF5VBg,58
ELyl4szwy7Y,58
IZHwK7qfz9s,58
PpZLjA3lnek,58
_WvnBaPNnmk,58
_a2umM1BKuo,58
ffp8R0D0xfM,58
h9gB3wgXKsU,58
nn1Fr4dtRZU,58
6U0gz6SWRhg,57
FAmdvb_1y-o,57
VaW2BNNCnrE,57
cWCVeRg-idA,57
fachOd-3aTo,57
nsp639izIKg,57
oipC_2eL9fs,57
BRrkRQ_NIgQ,56
Bml9ksLwLPM,56
E3CxAg7VQ7s,56
GGYaQKjERtU,56
KwnbT-ibU7g,56
S6EzcqVWbC0,56
XtG14DalxYI,56
gEOVPe5brOs,56
jOAuTbzjOlc,56
nmjmtlwKE6w,56
or9Euc7UmrA,56
pl9QBCrIVbI,56
qjA4OHStN0E,56
6DULur46WaU,55
Abw5LIIfgEo,55
JXf13fKBupg,55
P9_IZ5LxbhU,55
XAAEAKxv5sw,55
cFx9bFaLXFk,55
tegcxIBaRrM,55
6Gmwlhl9Rfk,54
CEBq_JMev_4,54
HWHOUi5u5HU,54
dKaugxnUiK4,54
dsEk5qwG1Fw,54
igE3K04po6c,54
qXFYPOt-p-Q,54
0OkbJcdm-Yg,53
7Lcb8grMGok,53
7SQIIUSywcg,53
BvGE2ZpZD0Q,53
DJO3IZlBG70,53
GF--Nxvk0mI,53
PBIqBMEcrSU,53
XKnXOyteR9U,53
kYjMfKQaDQs,53
peHbg1R3Mbg,53
89ayZn4a3QI,52
DcvdOWitb3I,52
E7Z0q6YY2k0,52
EFqPBcl3mHk,52
ERpLWpw4I04,52
H6CwKzZhVSA,52
HVLWBEa4n-g,52
J_sFWdn6DoE,52
QFdaxf30gT8,52
T2gEcuP9EwQ,52
TBIcrv2S9Ww,52
Tye2AoTCDwk,52
gnnwbtkJUmc,52
yYLazvMXn7U,52
5j85YMgduYM,51
IWkK9SPbmVU,51
UegMzjeZqUA,51
WJY0nfvzruc,51
jqTYk7VuZgo,51
okeMFt34iJc,51
qE_mdeJ4qKs,51
vdjGehsctaI,51
1vzgiQsXixY,50
5sX0gWg1qm4,50
dRFXqGSMRPY,50
dyg3FegZNu8,50
f9GiZUoqps4,50
fNWZP14-zZ4,50
gHYdrSdtmJI,50
pecytVgKkw8,50
sjwYQ4kIgEw,50
vcBIlrvXPtQ,50
x06ifnYlwXw,50
7yddyv5sHwo,49
9Nz2MXWVKUA,49
9rPHtQeY1g0,49
OJOXJMuLXdY,49
OerESGWTwVY,49
_yCDIH4SIDI,49
a8MnQGYShV8,49
hLjQEdNo8qM,49
q_eYpD_8xvY,49
w8AyE2b4K3w,49
worY4xZA2mY,49
51O_Q6j1cP4,48
AqONlrw7STo,48
C1ni-V3U1E8,48
L2Jud35UH14,48
UMIQRrriqlI,48
XmDLXDnawI0,48
YN6QWdmIV7U,48
_UjPeOdlWJg,48
fEluB5im_vw,48
wa2zQqTkvsM,48
-FT8a8p3z9U,47
7AY90uw6k0E,47
7qu3c1SUHPg,47
8LZaOY2lrl4,47
D1iz377zJzc,47
DBtUH-m_Ia0,47
IRdMbMWfBWw,47
IVdgGcyWASY,47
NH7q7XwQQKY,47
PLDMijMvS5o,47
S0NpGWMQRtg,47
nNhtv1J0zWo,47
xRzFbAmuxFM,47
zSWzFTo1MiY,47
8NnrCP2kFEA,46
gkCTldcKNmw,46
p7tdvmxh7-g,46
rL4QOpcap8k,46
5X7AmngnMYA,45
D2b-pZdtFLs,45
FKICX65Lkss,45
MvPlPhTpXNE,45
PtnA9FvItkc,45
QrOR9ge32Fw,45
VOngn_NjG-s,45
WSHhlCrOJWY,45
WsIqr1UGMyk,45
z0Ath3kw544,45
1HwiNTiz1zA,44
GbFo_cBoxhk,44
O4y2ExzqZw0,44
R0woU7dnxqs,44
gHPRD7E7Dp8,44
qXgM-h5OjoU,44
sOOrSdBQZF8,44
19gdBP1-PTg,43
1vziIBWjYx0,43
2ec4Oa2L1fo,43
3FEDs6RqBhw,43
ANSIUnZQ4Jc,43
Dl9gPBasyv4,43
K54XDRxw6BM,43
K_wHpvTWTt4,43
Rw9l5H7gapw,43
z6aXBMGUUvc,43
-cQvtc61Zys,42
8Vs0aC8wa9A,42
9LykeRDVYEM,42
GBnhbgtnFp0,42
GfJnXfo-3oM,42
LImZlrLaUWc,42
a4rUKwvjoEA,42
bLd1nfP6t0A,42
h5zDyWfR4L8,42
l_P5zWQXr2s,42
ltNH4SQyJz8,42
wYFOu0mMlu4,42
7ixQZo0OAko,41
D7HwyePDRSI,41
c0N9RJxANgs,41
d_oik-v4FoM,41
kzE7mw7wh38,41
wfkJhJDGqys,41
EgwNK58iC7s,40
QQw2yQchQ2Q,40
VZL-EwUiA9I,40
cbYsnwLvNcY,40
lRv2lue9e3I,40
oHEUQ3W3FeI,40
wFK5z74ipw4,40
yuMhlDgz6JM,40
KUwstOYhmpw,39
MUYepJ5fNp8,39
Rix0fXsS0Iw,39
_RyQvDEQVxA,39
lygt-hV6iDU,39
sSJyIZ-kONM,39
x_DGYxNesIU,39
-Qk-iS1mj4A,38
7SVhnwqjEIs,38
IeX-vk_PBz8,38
MV5hnomamvY,38
PNVcVV9gCpY,38
QAQNgUnpkPM,38
k7rDzU4TSbo,38
sT_m0wvm4jw,38
sh9KFe4bumQ,38
4Jh2G4Q-Zwc,37
4RNOe31n9U4,37
54qHAlBtMUw,37
AFiS6q8BaD8,37
C0WE3w83PZ4,37
CHKaghzhBLw,37
CoQCsmqL3Us,37
DKn5pOUlD2E,37
MeBnfcknK8c,37
_SpexZovTjg,37
czgYcaC_wuo,37
uExjwhKBjlc,37
16yLb_rAQkk,36
Ymcck_5XhfI,36
c5Bs3ILUWks,36
