video_id,pt_count
I3M0Bzsy4JQ,186
MUnI543ErfM,186
SA_zHDI7AKc,186
SMgo7kQ6gBs,186
T992lQqWszg,186
YOsl3KGXZ8c,186
eUUCgYxFqzw,186
obl2AEyJuJU,186
pcxE_X5f_Wc,186
tKQek0io0y4,186
vFonxyqLfjM,186
vb0t_NTjmvY,186
-1esuJrbV0w,185
-Fqq1HunDQU,185
1EZUAM9NI2Q,185
6yS6dQpZMFI,185
7yDh8jV4yPE,185
9WTtBGULvGk,185
EGF99sJaQds,185
H69GJ3xWrWA,185
HOzTr3xBx4E,185
JAxRo5frtzA,185
K5A_UKLe5uo,185
KcqijgUE0ak,185
R6nOvuvZ7xk,185
bQqxP9o8Vfg,185
eJipKTkkG2A,185
ewRwggwCigI,185
hkcvk8K0-4g,185
iH8SAXkeZFI,185
lmDsntHpUIM,185
nPZYnQXnsdU,185
uAFZaFlkoYE,185
GyCPlzWWpk0,184
HztDXBW8kmQ,184
LY4yaGQQJ8I,184
MUDEeZEeEak,184
NvZEFsZmhvM,184
hhfnklkdlf0,184
oXIi896XSIM,184
pPC4CmzCJ10,184
qhIEA7xVF2o,184
1Vif2iLsN_o,183
3WrJBWupKMs,183
4CgFzRyFhwo,183
5bIMzbE_168,183
9rC_kvNqySc,183
FBLKPzMCi9c,183
GxI3nl0Upmw,183
JzvTfusnt6s,183
NG5m-ExmYrk,183
P1BovFqX_14,183
TAZIEKvYeXY,183
_iHxp1lPJG0,183
dNij233v7V4,183
g7JrEKZgBR4,183
gFIhhm8_ySg,183
hitTzq74d7o,183
qcqeGG0D-Gc,183
uvIz44HQ9VQ,183
47qQYIbgMFs,182
E7rudiMUu44,182
I6rZErNJsZo,182
R7s45i3lXiI,182
VtiPJ8CwyLg,182
bCGxWF1w9B4,182
illnaA4r1QI,182
jOK1KAf6Vr4,182
kIJbGqbNzT8,182
kXnwIXDwDsU,182
qt4CHJaVgGs,182
vCQhf3RslMo,182
wvRR8UV8s_Y,182
CvfsDeXnCq0,181
JVa1ptJWFk4,181
KM5-kLiJVlw,181
M2mnIB5_Crw,181
XJT0xYLdf6Q,181
_M4vxY6Qlzg,181
mRwncre7DSM,181
myL49XLz1KA,181
toKwGQpjL20,181
-Oau7LNDc-M,180
25cE4GtUfFY,180
AaH6d0MnAHo,180
CaNIMtVDus4,180
Jo-z1--dUcE,180
Ws6siJbgfzo,180
cae2aDLl888,180
h-nWrmzjiBI,180
r586yhjjXRw,180
wIeGQ_4K7BU,180
wt9RluP-8ao,180
xpjmoX0ow4I,180
0ZG5Hk6V3R8,179
2s8zCDTSR5s,179
DAiCFOIQvbs,179
JU1x3isk9QE,179
MdFqTsP5U54,179
Y0v3LumeXpI,179
eJsER0dqH-0,179
ekvdhNJ9cqc,179
jPZ_6zCcuPk,179
ot9Vm3cDK9U,179
q4aVZLSWtu0,179
-oRh6gElnhM,178
5ZvX9v57MJw,178
5_DHl4Kp77A,178
7eeFG3UnwSA,178
DMAu9T-YXBI,178
FQIIhR5ej7E,178
JAG0fIWN2cU,178
LrUhBXO5Kqk,178
N89N1Ny0YMo,178
hD-3udkBXoc,178
jg-QVd5wNbw,178
l9wilikrmFk,178
pKohuVrRlWk,178
sP1YaRJfSJo,178
8NLAJlKR4VI,177
JIciGt2b26A,177
Kik0TYDeBhE,177
NM90yJMVxp4,177
OZjOPkwRcAE,177
X-ZhC-tg4B0,177
XDE8aaOUcGY,177
bgusip5nlGg,177
ixT1IX20wtw,177
jgOTLU4djGg,177
q0Q2TB1nD2s,177
saV7A0NWu8o,177
yxUJ3Gm1g0I,177
0u3g-vH6bXc,176
7PkPMtiaRw4,176
AYbMqQSffm4,176
Hfp263hRKoM,176
On6PZvrBzPI,176
PXfSBwJHTs4,176
Xrk28RCz7zg,176
g_lqBv2DyM0,176
htgo73Frw14,176
pZTNsKMyBGI,176
xvbwKtrdcmc,176
zwvhZdKI4nw,176
0ScsKysPrDI,175
8KSKqvRXUOo,175
FmXiYsUXvIo,175
OtsBadm7c8w,175
YsWGWIlf9EE,175
bA3cVMD7ZMw,175
j63kyrThVsk,175
l-74s7Zr3tw,175
mMEv17I1-FA,175
olYe3ryn8-E,175
uIDaYbLvQ3Q,175
-LI4OfaPfak,174
AZg9NMY4UnU,174
EreQdiebO3I,174
EtAz61fKLeg,174
NimheYoq9Lw,174
SAOjM6nj31o,174
SfCzJHfpyUc,174
VkTTwaWvc5U,174
_vTFhV_nuR8,174
daYjNE1wWvQ,174
hCvs3ZmBkVk,174
jpHhVJwYLyQ,174
kYnoc8jtp6Q,174
lBHg22FUDlM,174
nxqbMXW3wNE,174
oJjf-EgzcTc,174
svLwy5JGG84,174
-cTk_QwFWq0,173
7KQZ_aW22lA,173
FfPy1EdeBsU,173
I64M_c2iB98,173
YlSBnV7i5J0,173
ZLDaYOEU34M,173
dZ5MOIrNF54,173
ejcRC9ymfyc,173
fdYohmvJbWo,173
rk9oBtYjy4g,173
uXi-shPa1JU,173
zzi3RuRnYZo,173
2rtUIM44GME,172
9Lm7kr6R9_c,172
Bq1NjE2a6so,172
DudztExLAQI,172
HAQhM0q3wfE,172
J_w5j3E1TEU,172
KFEQq7_x_nk,172
Nkk1h_pk4Z8,172
UAI2vveJdCc,172
cMsImY5dewI,172
fM_0rSDlf_8,172
j7pz4tyn2wU,172
woCTR--uvFM,172
xu3j0gvIEuU,172
3kFjDYcF2k0,171
4ldE6k1sci4,171
5Z6djzUiI6Y,171
BPD-JAwl9m0,171
HtxJkfkIylo,171
LagpKkQLTIg,171
Oy9Onz9T8YQ,171
iZl-Pa308rY,171
lGIxgrv98zI,171
xjWKAkByZ80,171
6Nkno7Sjotk,170
75pvZP4yFiA,170
GcSWYSc36KA,170
LkKdasyGSEI,170
UqX5EPj_e7g,170
WOUfi-tT_YA,170
_OgpOShv32Q,170
_xWnuBKvERo,170
aVMsrjJLbr8,170
iT42Rr2lB8Y,170
mpuYSDIcI0s,170
pj70_he50AQ,170
zApEMX3V-hE,170
0zgAr9tJIVE,169
9yx_re0FyZM,169
A27UiWVyl6k,169
EFnAaPClA2Q,169
Gh9dEjyB5cE,169
KDO5D4DuwVY,169
Sfk-3GsJAZE,169
aK4DRO9DHZk,169
bWNGgjTTerk,169
hdg5zoat5p4,169
o6nZtmsm5x0,169
vNSnBVd0_AY,169
6ONzWQ_Moxw,168
8_gAE7YoVVQ,168
CbmJyI_ANFU,168
JGBzGAsn-5c,168
K-Jap3XrXiE,168
Uyad6NacudI,168
WExaN-iG5EA,168
_sGHfmCnB5M,168
tRaDNaHWrbU,168
-jg39vuiURs,167
Gr7GH8-hcik,167
QtfPDyzkdO8,167
TRRNWePLHek,167
jHG9VNAte0c,167
qGDfBPZYMqs,167
sCL1kaOTCjU,167
uielZQAYsSA,167
8sY9bnKqi4c,166
9Jczw0-KnBw,166
DfbjcdyQODI,166
QVK6caXhoC4,166
UD0Zh-Mh67I,166
e8-CHpvhaAs,166
q8n54yTrX9U,166
u96AmYsG2QU,166
xcSGyZG0Ssk,166
FZzRoFnRmyk,165
UW49JWhqIN8,165
_jjspqJLNoo,165
hFy00R5Xmpw,165
q0cENPhMbBs,165
qaiRwPPXqBQ,165
xCKNXUNLC9k,165
1PkO4tUcUOk,164
2w_pbsROM-Y,164
LtUrTUf7TpM,164
TanbGs8Nak4,164
VPZq-rm9sYA,164
ZLRO3oekDk8,164
bETQCAEf7m0,164
hr4gdoLBiEo,164
rBxGHRy0Pe0,164
sWtXqRcOWkM,164
3JIA6Vs8uk0,163
CGEw5nwhsvA,163
D3virL5qfEs,163
EajJARsfhvg,163
G9-fdpbbfz4,163
I4bTD8lwMz4,163
MtSQQSmLtPQ,163
c_dcjOdSaQE,163
dnuQi_B4IDQ,163
p-b0GFZ2zQ8,163
x0Bf-be5xWg,163
0GP5Z7QO1Jc,162
0HXJVYeljOk,162
1mh_Gktlg1I,162
2N3e6RrG0Gc,162
5hrTwroxJqU,162
6Z5UdXupfOA,162
ANnIY1rx9GE,162
M3i3y3RY7yw,162
OzBFbb6WQ14,162
R4U4qQW4ckE,162
SByoQciTTxw,162
aXCcpkworEQ,162
cS8NumSEx6s,162
g6q9hsO59_0,162
k_SVqdbDeTA,162
lVNwtH1qJ6c,162
sWr8gB6aBCY,162
uw6RpWXhrGs,162
yASXvXZi6YU,162
zEBhq-D51Bw,162
2PY_QFGXnuA,161
7qzMfUWNyzo,161
U9zuw5bPKPI,161
WivW4LoR5ZM,161
YtgllLS-eJc,161
bstmumYrPRk,161
c3osfgDclw4,161
c5HuzBVIf3w,161
ld6x3wsuwG8,161
qLjj2bORF7k,161
r-4u9Yqny7c,161
x56_ABWJawE,161
xdEXhZ_n8Do,161
yaOcXquAfqg,161
BvojqmpKT4s,160
JKS1MOt1jXE,160
YxZ4LJ1JTyQ,160
l6bj2Data6c,160
olpJGkm-Uh0,160
zUkn8poE24I,160
1WvS4RjnRdA,159
25ag8eBfn1U,159
3DZkpZL1Bec,159
AJboHcgVXu0,159
CZuUFWiFwsc,159
FZOJ0kZeZDE,159
XGobPEPPqmk,159
Z391RE90OcM,159
_DIoc60BW50,159
_YEgzwdAcu8,159
akUfeRp4G4A,159
cU0jbVn5m5I,159
dy91oGUlGiQ,159
i9uoc7Hkv6A,159
k0DKSNces1g,159
mVS-GCJi6Xw,159
zkXygikov_Y,159
-lLVXpd7Uiw,158
CC0MxcUXW9c,158
DB7KGSee8Rs,158
P0o_GejgqKs,158
TEqI_i-zAsk,158
apaMaqMyUbc,158
fBgsTs2sIE8,158
hoOGGk0IrEs,158
kcSfYoWafbI,158
lgJxejyfaAo,158
ooLvQV1Z_RU,158
zWxikIv-Jys,158
0EmEUqgrOMU,157
2JmhAHx084o,157
GnDGMTz0iTA,157
Gy4IpWUq4Is,157
HHKaTy9hD-E,157
SMq8_rSns8o,157
TiSw0dPxZg8,157
UefgxCxr_To,157
XGg2O0pyQXs,157
hYhnqONnQVE,157
jsxI0QjxJs8,157
kDm_GstXOz0,157
quesAiwut8c,157
vAPSL4EzUAw,157
4YK9OLIe_Gc,156
6Fm-M358FOk,156
7TxXC6scMc4,156
B2YlhSvQH-c,156
D89rsYINo-M,156
J_yOyr2IknI,156
KozJ70brCqg,156
NA1kg09WJwk,156
NiIimKTo0Pw,156
O0jR59kY0L8,156
d3MmtZsEbjY,156
g6jWHsKFs_Q,156
mchsOA2RDus,156
npsGRu43uZY,156
qlnwPS-kmjw,156
wGUnkpCBsyA,156
xEGOpQtZhCE,156
-2L2NHTyylU,155
0_oKJdU_yMQ,155
9VCd9LO56Nc,155
DJ7_xmSRSRM,155
DkfnprRMdl0,155
FBIowJ6IOiM,155
OuHyUj1tX80,155
XZN2H9tEux4,155
ZC2G632hurI,155
ZU5XdGUyn_0,155
ap5tPS5Vm38,155
bMa6-BGGt18,155
dGn8XKu3px4,155
rdCi-lwTNaw,155
rtPkcsg9jTM,155
sWztYmfmO0I,155
whr4CpALet4,155
xB_A-I0e3Yk,155
6E0BRR2OcKg,154
8l4HOrdRO80,154
BZtJZfBeHM0,154
GSrGjfdY5qQ,154
Gus0SfUSGyM,154
HbGe5bYJ3ok,154
QBFfGhRcb14,154
aEMZU2isSu4,154
bXzXLahZ8Lk,154
nrU7wlwEn2A,154
wlLOPb9qGC8,154
xd3mutB7ecM,154
xfRjA0yIjwQ,154
xlbsng2XEAQ,154
yaw4xk4R5Y8,154
3EjOAZ_sng8,153
4yEphOKq9To,153
5E0yEm_f-nM,153
6IMxvOVDwQs,153
9ODPgQnKtVU,153
D3P_eaJymmE,153
FRmgwiVczkM,153
Pjvj16zGeMs,153
UBeAiADb9Qk,153
UQxwnERaJzA,153
_JTLV6uEdNo,153
_sVgi9Qwa7k,153
amMjkSrlcTw,153
cHmrmq-a9Hs,153
hpidrjV_YjY,153
nf4qDyRXds8,153
pKV-K5jVZJA,153
rsmbojL_abM,153
xqMy7UbGzIg,153
zql5e29DSBM,153
2I99A4Hnb8I,152
3fMALiXAduU,152
5a7qPNAnDVE,152
7mjCuJcl4Eg,152
CKfQISVqfqE,152
KDBvTQUW6Ds,152
Lf_P3gpLdp0,152
OoGquABclmA,152
PVt_u9_u3bM,152
R36sZnkLGoM,152
TjFGoJjIa5g,152
UQ2Af9i8B6s,152
YgFv0g_f9aw,152
cW9OnMZOjro,152
k0PSBNwfkHY,152
lMURd2tKt8A,152
pXe7eQFNlaw,152
rFtuNm5b9Go,152
0pQG9fSfc0g,151
4IVWyZTOiyE,151
6-HOr_l-E6g,151
6ld6FKhX89c,151
G2yT9v6ojSw,151
K1L6Vtz0fzw,151
QvoFnXDO9o4,151
eNmy5HP420k,151
kchif3M_ukE,151
t0Fg-ICjCio,151
0c7i7SRthrA,150
CXZMvKwLYyA,150
GI0v4HAeJA0,150
HmFHUh79L9U,150
NibLY-hhKM0,150
OlXDlmVjoYw,150
RCNXGK1BlpM,150
VeDqEca4hbc,150
e_ctidQ4jZs,150
i6TnB6k6Sl8,150
k_oSNrXvOzM,150
lv1xylNEl8E,150
sxm9HubDfkM,150
-jWrQn955es,149
AA1q8EVfzdo,149
Djy0lciUHL4,149
JaBmM8FU1Mk,149
XntMlsks2Zc,149
Zgat3Y5DWLo,149
akO6ELoiX-0,149
e7gkEtJqAXk,149
kebNiWhjNCw,149
la9nJn1juLw,149
t42me46p1Ck,149
tkyKx2ZLjGo,149
yhA2_dWAq4A,149
-DoH9IAZIno,148
-KKPYQaYwR4,148
8l8wnn8BZ6w,148
HTVrlPoQjM8,148
Noi6jIqOijc,148
OTSOJOUzyIE,148
PB_26DWRBXA,148
QV0Ihz8SIb8,148
RcIqsLAe1eM,148
Sbk4O4GBYNA,148
ZHTmSZW_y5A,148
cXrB2S1jjAM,148
gv7_S4EKKjc,148
paYmpO6VMMg,148
qzRnEzesdNk,148
yXi33dgvOIg,148
zchFLDIx_qo,148
51plUKGpHPs,147
6c0iQ2RwkN4,147
8AprLs7bmKg,147
Fmbnf2fIrAs,147
HNNC3UlkXQk,147
IyhXdqwg8A0,147
Nt97Tz3jJWg,147
VGS-e9dZw8Q,147
XtPrpHq70f8,147
g78ZAD1gSX8,147
syUV6fbWtNQ,147
-fs9eAOAUSY,146
1uAn7Xlc8I8,146
B5PVmcZjP4Q,146
LQP_dNIYu54,146
MZUDTwvEFHM,146
arfydfR3T28,146
lV27WWaDOls,146
mENeZHHHGOs,146
n_Mx0N6cLxo,146
-elNcbcFVJs,145
1kJ4HVEMAbM,145
LiLoCNcUrX8,145
WThBDxe4axM,145
bPOru-2J1Yw,145
cxykCjNgZhg,145
d9uuC_TrXWM,145
mQM61aRLbmY,145
HIjhNzaAO1c,144
IscC7bedAmM,144
Ka8No0mFT54,144
LLqnJIZqjhw,144
TsI3XQlyRUE,144
VLzuHw_peMU,144
XHKQNg8BfYY,144
ZVGJP1zkGQE,144
buDQpK7FytE,144
lNlmKfuHbeo,144
mCfH2uahBOM,144
yifwIVtT-wo,144
9dk9xo9oT24,143
DZhmRN1wHno,143
JDk8G8HuaGw,143
JtsCxlkzQC4,143
P1D5GjDYGTI,143
PFF_awEBmY8,143
Qw1z5UuiTIU,143
SIbIj4ThXkE,143
SfeOis2elyU,143
TGHrpyqJESU,143
V3i29kDQDrA,143
VRpFDranP-A,143
YrJAb6t2Tgo,143
fZY9BciOePU,143
huRh67eMzm8,143
oK3jn7M6mGM,143
oYiT_H13Vio,143
q9Hj1CLr0Xk,143
2KTdFycGxCE,142
6atz12Q-jFw,142
6c2j_PTUWlA,142
CTA3dB3nWTw,142
DydIJwFgCoY,142
MK6vyMXx9Dc,142
OSgYXH3Ra7g,142
U2xsviC14IQ,142
VDaO8R8ToLI,142
gbd1h0qpN4Y,142
hT3qXl7ZTH4,142
iTMzLH03S_g,142
iqo1kWoZYko,142
m9YYGWeWJgA,142
mCmrpWa1KoQ,142
srWd3d2boY0,142
Ah72xyINWBM,141
DZQjWZFKnkc,141
csD7cAwO008,141
nmZIpJt-hCY,141
qP1_FC6cj24,141
zUQZk-GVVfs,141
59hila13h0w,140
5wwIwBsvJzI,140
7-PFy3HjAIY,140
EVO3QOLgnYo,140
FKzR6nVJ7-k,140
ItLJimzAGqs,140
LWDx0HorbzM,140
MfkDAY4l7H4,140
Sb20Bug49cI,140
UuiPdtWhhkI,140
Z_TK1jQqBd0,140
_h_bGiTa0HU,140
c8nRGJYgEcU,140
dFoB9EN9JSk,140
m6OqnAFhFhM,140
xsi5vaIaazg,140
Ap9ouEvhgq8,139
BgfAMKPfjbA,139
CLpfEw2Aw0k,139
DcNvTAdu3Qw,139
HG0As0pO3DQ,139
M4bJYlyK6ms,139
bTrj5dADHvo,139
baA8CM1c52g,139
p5uvc01q7d0,139
pOmpqdlVCoo,139
q9SctaKNe0M,139
waCCEYTDKAY,139
zAkX_GeifEE,139
-RFibmMStJU,138
KSHMMF0i0GQ,138
MQzWAYZbC-o,138
SvgQ2JPDoiI,138
XOSFaD7SYxw,138
Yi7alFzABHo,138
Zcw-L8M7qGc,138
pVa6xp9nAuE,138
uE6O5RCcQ44,138
xku08zGdxGA,138
An86W8YvriM,137
G6hknbxvJXc,137
GjtKZ-H-5WI,137
MKThCqDwBnE,137
MhFEORg2WTw,137
NJVv87TiAlQ,137
W47cFRJ2iI4,137
XvFL8iXqnI4,137
aEYS15fSbok,137
iMkzuhAl6t8,137
iSNDQDuID_o,137
jiwlCAcOxAQ,137
kLkNogJ4Rpk,137
oBaoK2OPKwY,137
pdHQyQli2GE,137
tidIzbVHiu4,137
wSmJOLxfxow,137
wrGpkxEW3t8,137
yPW37-j2npU,137
3CiYof0qL6k,136
6z5x7SR---Q,136
90AcDA-1R8k,136
AZ1_3pC-kvY,136
B_WsW4PwyAQ,136
Ecg8XX85qfQ,136
H8Uj_LyzJQ4,136
MOMr1YDbv30,136
MXENT5Q7H2o,136
PwaB2GTgVCw,136
QVHKDN-yq-s,136
R5gB6jZY9tc,136
SyjzqxvNNEw,136
Ww_SNH4p1Ig,136
YmCF4vdlOd4,136
aHdQgKPYMQA,136
cCuEPFvjDls,136
hMetdS5gjko,136
jt76oD146EA,136
nPoEIUaAA50,136
rJr32z5UBek,136
wSp5STJKp_o,136
3QzwJTthVJY,135
D8M0hKw-XjI,135
E1wLYOFfQ88,135
IGJaPgVPY58,135
LiLCMFvELME,135
MYON39EVN64,135
NEtEYViyEd0,135
NiqOmni8CgA,135
NnjB4nrUiLo,135
QnE0ymX3Q-I,135
SWbjYMgMeG4,135
T0j0E_RNvuk,135
TGsxtIozHFA,135
XHNLnHRm0JE,135
XKy-68o_NpE,135
YJpzYuges1c,135
bDS8t0ybCaA,135
jMNWupxFRUA,135
zrUGu-JY7Y4,135
-ndye6C4cf0,134
8THbhrrRoTk,134
L79KqCN4FHI,134
OFvH8GPAuKI,134
RjCMNMkTVnw,134
Tt7G2lqozyY,134
Xp5YHZRWxKA,134
Zre58dvamQo,134
eVQfbZ4fBWE,134
tOVbxBUYQzI,134
4kmHxJDP2uo,133
5WM8uzJDQgE,133
6Lw-5Ib8PGE,133
AIcZ6z18xMQ,133
CcNmMVlpiXk,133
ILW8AnPaaLg,133
RffcBQFpg7g,133
TXTqdY6m3EM,133
bb1z1ZNAYQk,133
by_L482wBks,133
jHCSaS8UX9w,133
kkGVBeaWU8s,133
lCUv9oGVB0E,133
mXuqQrKgEzo,133
o3v29B5Z8ec,133
uUVuIUyCikY,133
w5A3A_Pykpw,133
z1wfwGhVT4E,133
0itVEp_TOW8,132
1AzeuSJ433Q,132
A49hOYJldzc,132
BmPpoH36rps,132
JJ6ZHYG_F0E,132
Mt9vDS3MQsg,132
Q7_5GsK_g30,132
T5KEIrrUvVo,132
TdRwgEOfs2o,132
ki-v5HCHpHU,132
pDMF90S7HwU,132
v2000V3oQIA,132
083lFeTFevA,131
1tu-ghqRr68,131
Ch0q31cfEIQ,131
H_I19q7YKIs,131
dZFruJ8jULY,131
etfr0n2LqNA,131
oLr811EtpAE,131
skIEukjlzh4,131
zlhis_0nBHw,131
020biWSQh8M,130
7ZFh7qI1xyg,130
8NEbzwdEjWg,130
Bcm3hicPcMY,130
GOEvw3Ts1Q0,130
Ie4TcaTWc7Q,130
TXYv4q8oy_o,130
V24YWm68erQ,130
WtH2pHiuquY,130
sJBiobO6kl0,130
svQfhaHM2T4,130
xbttvPugCoI,130
03YgUZQx3dc,129
0RtuS0RZzDc,129
3PTnzXozmhc,129
3wDoODktVfU,129
LEFJkxYWEiw,129
Ljq_TlvuO-k,129
MtUYiCY4UY4,129
ODXYcr6ijvw,129
RkWz7-PpFeE,129
SgpupILOCbs,129
X0lzn4gcXAc,129
gqWGZ3nQJGQ,129
lSvVUKaEHtE,129
mvqyunEhclo,129
qss9jFfrqwY,129
unnkypDCpkI,129
2zbYrjCCXNE,128
8vxUVvP-L3k,128
Attuh2N7OGA,128
FxRZWGRaMzI,128
UMjWtHjeQiI,128
g0FDfs1CoCA,128
ijna-KMo-uk,128
j7mv5J7yTgA,128
wx8WPPF_3R4,128
0avh01FU19Y,127
2roi8DhJGlU,127
3chdX7xYIFI,127
95D5dJeDaG8,127
E7ufDsZlOgM,127
Id414vM6RdQ,127
OZZu41_zXcw,127
Ocaimh0SHOY,127
PRG6iG9Tk5w,127
SE1Z9kGdyIg,127
TNcuELp1sIY,127
cEu4hmWv7_0,127
jhs9cxFfRtE,127
kslqD-uIlmE,127
rjTOCt8Sz4Y,127
zLcXSX6hRRM,127
-4i17fjvXU0,126
5mO-ixa_sws,126
HePFzAtnlIY,126
N0ne4vY-i8w,126
QizMwyx8jag,126
SnSM1tT2lTY,126
W57XUfk5dKU,126
Wp2d7PNECOc,126
bggU-_WWFnE,126
e4Be3muY9-E,126
ecsObC8XOQE,126
fKlg6O4M6wg,126
pzXJLIgNeuA,126
t16_pLBHyNQ,126
zguy5q1lfXc,126
0jtkUYluzJw,125
6ePFgVS7dCk,125
89Uw-f6mgQ0,125
8sWUrkAzPeM,125
BC6qhjxwAgQ,125
BC9cKGbXGPg,125
M-nXZCxzKho,125
oFrgP6C8pRY,125
qjz6csYW39E,125
tx52O5eMqdA,125
z5BMWrMKWPI,125
zOGQIj1tKqU,125
4FIh2st58Y4,124
5U0vVRmcmnA,124
5YRG6fInP3E,124
6Q04E899deA,124
7CI_SN2QARQ,124
BTMMhhFMEgQ,124
CMBmrW6LzV0,124
H_q0jsRXcG8,124
MXQqqhso7uc,124
YkgRBVmae30,124
Yq_YenpHz3I,124
_Zkx31kku4U,124
l7QRSz2nLQo,124
lzkVNOytGp4,124
p7P4fvfyso0,124
rZt-0O0nP1E,124
sNJ96-32aoc,124
vZb1xar9Uxk,124
5-cUYQ5u3x8,123
7XPro7as96Q,123
8DlU58Yi3Ww,123
8hde_7RsZ0k,123
McNEGpMFS6Y,123
O448f9UKGDQ,123
YpY_GGoIpF4,123
ZYKZl02Zq_Q,123
fBWPm5irwxk,123
i_TBcbav9cc,123
nTTjtlvfmTM,123
q4-zFn5-Tb0,123
qzHish4_rmU,123
sCYY2RPp0-E,123
sXWvndY-LmU,123
tiSdp224MHU,123
uzyuCAnd86Y,123
wAuZGcVvgHc,123
z44GM4uLgU0,123
6DmwFanCzfs,122
D3MOqhufRbk,122
PB8JazHcQ_k,122
QqhnUnPccOI,122
SdjPKy6aiMY,122
YTZDyArqRhM,122
dCH_fK3DD28,122
kQmBRrSdHW8,122
2WUoDOacRbg,121
7rMOVLWY5PU,121
95ypYghOgOI,121
J5j7OR_ldfM,121
MGgDHevAc8A,121
NMZrWNRvQoQ,121
SnYE-g51d1Y,121
UFdgmbktCmE,121
UHuoVcDkBuU,121
VhhU44OcWwE,121
_uxYLKjyVms,121
apu97YrB_5c,121
mA9iLFd3V8c,121
tMILFZ-RBhE,121
yoUR49L1zSQ,121
01nSKEB-kAg,120
4CKbwIC9zO0,120
8vQW0tN1UQs,120
HZlwKZgjj3Q,120
IRVVWmSA7Cc,120
Q7ZgpLkMZS0,120
ZiJQAB6WKXU,120
cn9apivdHGc,120
gY-okVLpgls,120
mZHgESpr_WI,120
qXHOq8wwkEQ,120
tbHs7IcLzNQ,120
3UqS4EI1Yxo,119
4lXjJDwzhkU,119
6hV0MH_Fx7s,119
9Zgs-FP5qzo,119
ESjBr9JAgRc,119
FEEt21evbNE,119
Fg2qs2GdQ5s,119
Grou8V55NMw,119
I9g-VePNWGs,119
SGHNWTK9GUg,119
Vg_8BjuN1UY,119
Wnf2SCcENxg,119
m3M3MPdUpaA,119
m7kKJioNfgg,119
-_B0hj6Om_Q,118
5pdueqvZV7U,118
AYOpUApxb1s,118
FX5fdFdFvCU,118
LcYoZ9ckBrc,118
O0h-iV2ehys,118
OFPjkMXrM8A,118
QrtHD6f9vnE,118
RafMmXu8Sgw,118
RpB6PylokV0,118
UDVs0pd98IA,118
XopYJRh8Jvo,118
lw2bAhSLpew,118
nEP-_Ogi1bA,118
r5K3rhGiKIk,118
yNaSFk0imfQ,118
z2s2pogllis,118
z8uF2d2xnt8,118
5flZd0iCbtw,117
Ai0KHTJ4SZI,117
BrGNpqlxScQ,117
JKNUDDVuvmA,117
LUUXFAcksPE,117
O11SQknSzwU,117
QO45txiZCH8,117
VcLn2F-vNDI,117
oX4qySRpdqE,117
uFxEnb7pSpY,117
zVz-AR0j9BU,117
0y_XvXj58Bo,116
5TqOjmcovxk,116
8B6_xdArL2U,116
E-ObsuDMqe4,116
EdVaYgRtAWQ,116
GKB6HrLWL70,116
GzjOEA-DRz8,116
MctOICUheCs,116
MyhitQnjT5k,116
RL-Up_pcF18,116
RVtX9ri5V7I,116
Rd2buBBLiKQ,116
X54ORCL6_3c,116
X97LB3FsTeE,116
Z2mkoJprayE,116
jjqX6KJz1vU,116
ozL-9jQQ73g,116
pJoxfdvsxDM,116
pKxafh6-t5w,116
tQW2xb-9k7c,116
u5-WqhaHOeM,116
wNmv3_8UrNs,116
4y_XYzjzdVw,115
C2N6bz-KBX0,115
DyKUYueBty0,115
Fpe89Fe3uvY,115
IKbTCxqUDk0,115
JdwI-Ci7MHQ,115
MydGr7jksOk,115
RJCsdwti9n0,115
Rs2lue4ZFDQ,115
Vb3z1qZlEoc,115
bPdmWJHOFZM,115
bxxh9V8HbFs,115
f6xSPmW-nL8,115
k9KftptdChI,115
-rgzYO2kLgw,114
3nK51MIQQ4Y,114
6h4oG8jonxI,114
7ivqMyVm4oE,114
BuunSuomBu0,114
D6vbeQv78WY,114
KrZXRYBckfQ,114
NORTcNcZUPQ,114
Qn-P7UdqkfY,114
Rm_PinJ8E4U,114
UXtErGZiS14,114
UcGNvMl4IHs,114
VildLhpaI6U,114
_KyZ-11zTxY,114
_tJHjMzzFN4,114
zyedY1fI438,114
-7gvQck95iE,113
0QhqG2-jhvw,113
14adQqflgMU,113
9-WIOApSqVQ,113
AHyFar_R2K0,113
HdXffI5lwPY,113
IBjrcpRc7OQ,113
LkhzPwRRc7A,113
O6chpiZFRW8,113
WyF704K2RkM,113
YUTW7SnxQBE,113
dEkbVxdDu54,113
dpUXUzclnrs,113
lGFgjjGi-tU,113
oA5q2RndVIE,113
yzqp-dF-dwo,113
zejYlKc02dM,113
4PVLZWcyGNU,112
4XBB2LeG8VE,112
80h_-UpWw4g,112
AdlbSndn2Eg,112
B8blIP_1W-E,112
Ln6UWSqRnVY,112
MrUizSPK7us,112
NQ6S1o80fNY,112
PYCSy28-2Jc,112
ViabgjKzRp0,112
WEqioWvtXrQ,112
aRA60BGEJQc,112
aS7qeaNyp6Q,112
b6s3NIIGpDs,112
fwqUK_JMGvE,112
hD09YgkCigk,112
hF-vwfjqH4E,112
jKue68Fuy3s,112
jh__h3-1jlY,112
mzEc7pDX2M4,112
vrt-Xi45gf0,112
93oGb1lxcfQ,111
IebvbOQm5n0,111
KAZiN5ROIFQ,111
